Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Auto Reply Email (product.metafields.custom.auto_reply_email),Custom Email Reply (product.metafields.custom.custom_email_reply),Active ingredient (product.metafields.shopify.active-ingredient),Chemical grade (product.metafields.shopify.chemical-grade),Chemical purity (product.metafields.shopify.chemical-purity),Disclosures (product.metafields.shopify.disclosure),Medicine/Drug form (product.metafields.shopify.medicine-drug-form),Route of administration (product.metafields.shopify.route-of-administration),Treatment objective (product.metafields.shopify.treatment-objective),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
wolverine-pen,Wolverine Pen,"<p dir=""auto""><strong>Wolverine (BPC-157 / TB-500) 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> This is a dual-peptide research blend combining BPC-157 (synthetic gastric pentadecapeptide) and TB-500 (synthetic actin-binding fragment of thymosin beta-4).</p>
<p dir=""auto""><strong>Product Specifications – Wolverine (BPC-157 / TB-500) 10 mg / 10 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total BPC-157: 10 mg</li>
<li>Total TB-500: 10 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈3.33 mg/mL BPC-157 + ≈3.33 mg/mL TB-500</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Tissue repair and regeneration research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research blend. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.<img alt="""" src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"">
</li>
</ul>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,150.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Wolverine_pen.jpg?v=1784145498,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,pain-relief; swelling; muscle-pain; joint-pain; relieving-irritation; tissue-repair; fat-loss; muscle-growth; support; comfort,,lb,,,active
cjc-ipamorelin-1,CJC/Ipamorelin Pen,"<div>
<div>
<p dir=""auto""><strong>CJC (no DAC) / Ipamorelin 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> This is a dual-peptide research blend combining CJC (no DAC) / Modified GRF (1-29), a tetrasubstituted GHRH analog, and Ipamorelin, a selective growth hormone secretagogue (ghrelin mimetic).</p>
<p dir=""auto""><strong>Product Specifications – CJC (no DAC) / Ipamorelin 10 mg / 10 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total CJC (no DAC): 10 mg</li>
<li>Total Ipamorelin: 10 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈3.33 mg/mL CJC (no DAC) + ≈3.33 mg/mL Ipamorelin</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Growth hormone release research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research blend. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
</ul>
</div>
</div>
<p><img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""></p>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/CJC_IPAMORELIN_PEN.jpg?v=1784146810,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,sleep; focus; mood; weight-loss; comfort; tissue-repair; muscle-growth; fat-loss; support,,lb,,,active
dsip-pen,DSIP Pen,"<div>
<div>
<p dir=""auto""><strong>DSIP 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> DSIP (Delta Sleep-Inducing Peptide) is a synthetic nonapeptide originally isolated from cerebral venous blood and studied in sleep regulation research.</p>
<p dir=""auto""><strong>Product Specifications – DSIP 5 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total DSIP: 5 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈1.67 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Sleep regulation and neuropeptide research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt="""">
</li>
</ul>
</div>
</div>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/DSIP_PEN.jpg?v=1784221207,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,mood; comfort; support; sleep; obstructive-sleep-apnea; snoring,,lb,,,active
ghk-cu-pen,GHK-Cu Pen,"<p dir=""auto""><strong>GHK-Cu 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> GHK-Cu is the copper(II) complex of the tripeptide glycyl-L-histidyl-L-lysine.</p>
<p dir=""auto""><strong>Product Specifications – GHK-Cu 50 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total GHK-Cu: 50 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈16.67 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Copper tripeptide complexation and extracellular matrix signaling research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear blue solution</li>
<li>Solubility: Already in aqueous solution. Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>
<span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span>
</li>
<li>
<span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span>
</li>
<li>
<span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span>
</li>
<li>
<span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.</span>
</li>
</ul>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,150.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/GHK-CU_PEN.jpg?v=1784224254,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,snoring,,lb,,,active
5-amino-mq-pen,5 Amino MQ Pen,"<p dir=""auto""><strong>5-Amino-1MQ 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> 5-Amino-1MQ (5-Amino-1-methylquinolinium) is a small-molecule inhibitor of nicotinamide N-methyltransferase (NNMT).</p>
<p dir=""auto""><strong>Product Specifications – 5-Amino-1MQ 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total 5-Amino-1MQ: 50 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈16.67 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> NNMT inhibition and metabolic regulation research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear liquid</li>
<li>Solubility: Already in aqueous solution. Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt="""">
</li>
</ul>
<p dir=""auto""> </p>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/GHK-CU_PEN_c5bf6594-8854-48c1-a034-bff8770b1e0e.jpg?v=1784225440,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,immune-support; cognitive; comfort; support; mood; focus,,lb,,,active
glow-pen,GLOW Pen,"<p dir=""auto""><strong>GLOW (BPC-157 / TB-500 / GHK-Cu) 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> This is a triple-peptide research blend combining BPC-157 (synthetic gastric pentadecapeptide), TB-500 (synthetic actin-binding fragment of thymosin beta-4), and GHK-Cu (copper complex of glycyl-L-histidyl-L-lysine).</p>
<p dir=""auto""><strong>Product Specifications – GLOW (BPC-157 / TB-500 / GHK-Cu) 10 mg / 10 mg / 50 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total BPC-157: 10 mg</li>
<li>Total TB-500: 10 mg</li>
<li>Total GHK-Cu: 50 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈3.33 mg/mL BPC-157 + ≈3.33 mg/mL TB-500 + ≈16.67 mg/mL GHK-Cu</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Multi-pathway tissue remodeling and regeneration research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Distinctive clear blue liquid (the characteristic blue color comes from the GHK-Cu copper complex)</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research blend. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>
<span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span>
</li>
<li>
<span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span>
</li>
<li>
<span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span>
</li>
<li>
<span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.</span><img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt="""">
</li>
</ul>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,230.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/GLOW_PEN_d1e9e03c-afe5-4354-b595-ae44f7cd7094.jpg?v=1784656070,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,tissue-repair; muscle-growth; fat-loss; support; weight-loss; anti-aging; sleep; relieving-irritation; muscle-pain; pain-relief; comfort,,lb,,,active
ss-31-pen,SS-31 Pen,"<p dir=""auto""><strong>SS-31 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> SS-31 (Elamipretide) is a synthetic aromatic-cationic tetrapeptide that selectively targets the inner mitochondrial membrane by binding cardiolipin.</p>
<p dir=""auto""><strong>Product Specifications – SS-31 50 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total SS-31: 50 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈16.67 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Mitochondrial function and cardiolipin interaction research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>
<span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span>
</li>
<li>
<span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span>
</li>
<li>
<span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span>
</li>
<li>
<span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.</span><img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt="""">
</li>
</ul>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/ss_31_pen.jpg?v=1784229288,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,immune-support; anti-aging; sleep; cognitive; mood,,lb,,,active
kpv,KPV Pen,"<p dir=""auto""><strong>KPV 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> KPV is a synthetic tripeptide corresponding to the C-terminal sequence of α-melanocyte-stimulating hormone (α-MSH).</p>
<p dir=""auto""><strong>Product Specifications – KPV 10 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total KPV: 10 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈3.33 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Melanocortin-related and inflammation modulation research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt="""">
</li>
</ul>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"pen, Peptides",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,175.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/KPV_PEN.jpg?v=1784230514,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,inflamation; immune-support; relieving-irritation; pain-relief; comfort; support; tissue-repair,,lb,,,active
semaglutide-50mg,Semaglutide 50mg,"<p dir=""auto""><strong>Semaglutide 50mg 10ml Vial </strong></p>
<p dir=""auto""><strong>Proven GLP-1 Power for Weight Loss:</strong></p>
<p dir=""auto"">   <strong>  Semaglutide</strong> is a well-established GLP-1 receptor agonist that effectively suppresses appetite, slows gastric emptying, and supports significant, sustainable weight loss while improving metabolic health. A trusted choice for consistent fat reduction and long-term results.</p>
<h3 dir=""auto"">Available Strengths:</h3>
<p dir=""auto""><strong>Semaglutide 25mg (10mL Vial – 2.5mg/mL)</strong> Ideal for beginners and gentle titration.</p>
<p dir=""auto""><strong>Semaglutide 50mg (10mL Vial – 5mg/mL)</strong> Stronger concentration for faster progress and higher dosing.</p>
<h3 dir=""auto"">Product Specs (All Strengths):</h3>
<ul dir=""auto"">
<li>
<strong>Form</strong>: 10mL Sterile Multi-Dose Vial</li>
<li>
<strong>Strengths</strong>: 25mg or 50mg </li>
<li>
<strong>Concentration</strong>: 25mg/mL or 50mg/ml</li>
<li>
<strong>Purity</strong>: 99.99% verified under strict third-party analysis</li>
<li>
<strong>Format:</strong> Ready-to-use liquid vial</li>
</ul>
<p dir=""auto"">Choose your strength and start your weight loss journey today!</p>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,weight loss,false,Dosage,50mg,,,,,,,,,0.0,,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image-2026-07-14T135909.541.jpg?v=1784231863,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,weight-loss; fat-loss,,lb,,,suspended
retatrutide-100mg,Retatrutide 100mg,"<p dir=""auto""><strong>Retatrutide 100mg 10mL Vial </strong></p>
<div>
<div>
<p dir=""auto""><strong>Retatrutide the Weight Loss Powerhouse:</strong></p>
<p dir=""auto""><strong>     Retaturtide</strong> is a next-generation triple agonist peptide that activates GLP-1, GIP, and glucagon receptors simultaneously. This unique triple-action mechanism sets it apart from other weight loss peptides, as it not only suppresses appetite and improves insulin sensitivity but also significantly increases energy expenditure and fat burning through glucagon receptor activation. Currently one of the most powerful compounds being researched for obesity and metabolic health, Retatrutide has shown impressive results in clinical studies for substantial and sustained weight loss.</p>
<p dir=""auto"">     What makes<strong> Retatrutide</strong> particularly exciting is its ability to deliver both strong appetite control and increased fat oxidation in one molecule. Users in research settings often report significant reductions in body weight, improved body composition, better blood sugar control, and enhanced metabolic function. With its multi-pathway approach, <strong>Retatrutide </strong>represents a major advancement in the evolving landscape of weight management and metabolic research peptides.</p>
</div>
</div>
<section></section>
<h3 dir=""auto"">Available Strengths:</h3>
<ul dir=""auto"">
<li>
<strong>Retatrutide 60mg</strong> (6mg/mL)</li>
<li>
<strong>Retatrutide 100mg</strong> (10mg/mL)</li>
<li>
<strong>Retatrutide 200mg</strong> (20mg/mL)</li>
</ul>
<h3 dir=""auto"">Product Specs (All Strengths):</h3>
<ul dir=""auto"">
<li>
<strong>Form</strong>: 10mL Sterile Multi-Dose Vial</li>
<li>
<strong>Strengths</strong>: 60mg,100mg and 200mg</li>
<li>
<strong>Concentration</strong>: 6mg/mL, 10mg/ml and 20mg/ml</li>
<li>
<strong>Purity</strong>: 99.99% verified under strict third-party analysis</li>
<li>
<strong>Format:</strong> Ready-to-use liquid vial</li>
</ul>
<p dir=""auto"">Premium quality for serious weight loss results.</p>
<p dir=""auto"">Take control of your transformation – choose your strength and start your<strong> Retatrutide</strong> journey today!</p>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"Peptides, weight loss",false,Dosage,100mg,,,,,,,,,0.0,,deny,manual,600.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_99_85bd3c3f-f95e-4d12-8e59-7f6a1363f30e.jpg?v=1784233546,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,fat-loss; weight-loss,,lb,,,suspended
