scene_id,scene_category,scene_name,lab_environment,camera,lighting,product_hero,product_form_detail,compound_id,compound_name,canonical_url,scene_brief,caption_lock,status,rotation_order,last_used_date
SCN-036,longevity_lab,Longevity · capped pen,"Coastal biotech brochure frame: Longevity & cellular research suites. Inside a high-throughput analytical bay lined with HPLC stacks and quiet solvent cabinets. Cable management is immaculate — luxury expressed as engineering discipline. Quiet prosperity — science as coastal luxury infrastructure. Make the still exciting enough that a slow camera move will feel like entering a world, not inspecting a SKU.","crane_settle, high three-quarter to eye-level, crane down: measured crane-down from high three-quarter to settled hero (high three-quarter to eye-level), path is a straight descending line (straight descending crane), then hold",blue-hour exterior wash through glass with warm interior pools,single sealed Palm Beach Vitality research pen on a matte acrylic pedestal,"cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TIRZ-001,Tirzepatide,https://www.palmbeach-vitality.store/products/#tirzepatide,"longevity lab · single sealed Palm Beach Vitality research pen on a matte acrylic pedestal · cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a high-throughput analytical bay lined with HPLC stacks and quiet solvent cabine · blue-hour exterior wash through glass with warm interior pools · shot:crane_settle · cap ON · label:Tirzepatide","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,36,
SCN-037,archive_documentation,Research documentation · capped pen,Quiet luxury-science tableau: Research documentation & standards archives. Inside a hush-quiet anechoic-style instrument room for ultra-sensitive balances. A mezzanine railing frames the scene like an architecture photograph. The feeling that a breakthrough is minutes away off-frame. Keep every readable label sparse; if a compound name appears it must be exact and research-only.,"push_out, eye-level, backward expand: measured straight push-out from tight badge crop to full product at eye-level, path is a straight retreat only (straight backward), then hold",bright clinical cove lighting plus cool instrument practicals,compact travel research pen shorter body,"shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-MOTS-001,MOTS-C,https://www.palmbeach-vitality.store/products/#mots-c,"archive documentation · compact travel research pen shorter body · shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a hush-quiet anechoic-style instrument room for ultra-sensitive balances · bright clinical cove lighting plus cool instrument practicals · shot:push_out · cap ON · label:MOTS-C","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,37,
SCN-038,biotech_campus,Biotech R · capped pen,"Process-gallery spectacle: Biotech R&D campus interiors. Inside a shipping-prep cold room with validated coolers staged like premium luggage. Vapor from a dewar curls into a soft ribbon then vanishes. Premium calm: every object placed with intentional design. Let architecture lead, then reward the eye with one unmistakable research focal point.","pedestal_up, eye-level, pedestal up: slow pedestal up a few centimeters from slightly below eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight up pedestal), then hold",sunrise rim light cutting across frost and steel,research pen on matte white seamless paper,one capped research pen on plain white backdrop; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling,P-SEL-001,Selank,https://www.palmbeach-vitality.store/products/#selank,biotech campus · research pen on matte white seamless paper · one capped research pen on plain white backdrop; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a shipping-prep cold room with validated coolers staged like premium luggage · sunrise rim light cutting across frost and steel · shot:pedestal_up · cap ON · label:Selank,"For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,38,
SCN-039,palm_beach_showroom,Palm Beach premium research showrooms · capped pen,"Wellness-meets-lab hybrid: Palm Beach premium research showrooms. Inside a sports-performance science lab with force-plate flooring and calibrated gear racks. A red 'AUTHORIZED PERSONNEL' light is off — the room waits in standby elegance. Industrial poetry — pipes and glass as modern sculpture. Let architecture lead, then reward the eye with one unmistakable research focal point.","pedestal_down, eye-level, pedestal down: slow pedestal down a few centimeters from slightly above eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight down pedestal), then hold",bright clinical cove lighting plus cool instrument practicals,pre-filled research pen on matte black acrylic,"clear barrel window, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TB500-001,TB-500,https://www.palmbeach-vitality.store/products/#tb-500,"palm beach showroom · pre-filled research pen on matte black acrylic · clear barrel window, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a sports-performance science lab with force-plate flooring and calibrated gear r · bright clinical cove lighting plus cool instrument practicals · shot:pedestal_down · cap ON · label:TB-500","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,39,
SCN-040,cryo_cold_chain,Cryostorage · capped pen,"Discovery-morning clarity: Cryostorage & cold-chain research logistics. Inside a longevity institute reading room meeting a wet-lab through a glass airlock. HEPA airflow is implied by a barely visible tissue-stream indicator. Client-facing wonder without tipping into medical theater. Treat the environment as a character — the peptide research story is told by place, light, and material.","profile_ltr, true side profile left, profile track L→R: measured side-profile track brief lateral left to right from strict side profile at true side profile left, then settle and hard hold — brief lateral only, never a full circle",fluorescence-inspired cyan accent without neon cartoon glow,research pen silhouette edge-lit,"rim light outlining form, cap on, dark field; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-5A1MQ-001,5-Amino-1MQ,https://www.palmbeach-vitality.store/products/#5-amino-1mq,"cryo cold chain · research pen silhouette edge-lit · rim light outlining form, cap on, dark field; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a longevity institute reading room meeting a wet-lab through a glass airlock · fluorescence-inspired cyan accent without neon cartoon glow · shot:profile_ltr · cap ON · label:5-Amino-1MQ","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,40,
SCN-041,sports_science,Sports science · capped pen,"Wide establishing energy: Sports science & performance research labs. Inside a private-client research salon with velvet curtains framing a sterile prep alcove. Polished black acrylic gives a soft reflection without cloning a second hero object. A slow sense of discovery in the empty room. Treat the environment as a character — the peptide research story is told by place, light, and material.","profile_rtl, true side profile right, profile track R→L: measured side-profile track brief lateral right to left from strict side profile at true side profile right, then settle and hard hold — brief lateral only, never a full circle",golden coastal window light mixed with white LED task lamps,research pen on matte white seamless paper,one capped research pen on plain white backdrop; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling,P-TESA-001,Tesamorelin,https://www.palmbeach-vitality.store/products/#tesamorelin,sports science · research pen on matte white seamless paper · one capped research pen on plain white backdrop; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a private-client research salon with velvet curtains framing a sterile prep alco · golden coastal window light mixed with white LED task lamps · shot:profile_rtl · cap ON · label:Tesamorelin,"For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,41,
SCN-042,sterile_cleanroom,Sterile cleanroom · capped pen,"Intimate cinematic entry: Sterile cleanroom & controlled environments. Inside a wellness innovation kitchen-lab hybrid with stainless islands and research glassware. A faint ocean reflection ghosts across a glass partition. The hush of validated equipment between runs. Treat the environment as a character — the peptide research story is told by place, light, and material.","doc_drift, eye-level documentary, doc forward drift: documentary-slow micro drift micro forward drift from mid-shot at eye-level documentary, scientific documentary energy, then hold — no circling path",sunrise rim light cutting across frost and steel,research pen barrel showing pre-filled liquid,"optical clarity of liquid in barrel window, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-KPV-001,KPV,https://www.palmbeach-vitality.store/products/#kpv,"sterile cleanroom · research pen barrel showing pre-filled liquid · optical clarity of liquid in barrel window, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a wellness innovation kitchen-lab hybrid with stainless islands and research gla · sunrise rim light cutting across frost and steel · shot:doc_drift · cap ON · label:KPV","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,42,
SCN-043,molecular_imaging,Molecular imaging · capped pen,"Architectural reveal: Molecular imaging & microscopy cores. Inside a double-height atrium research atrium with floating mezzanine lab pods. A mezzanine railing frames the scene like an architecture photograph. A showroom-ready stillness that still feels operational. Treat the environment as a character — the peptide research story is told by place, light, and material.","label_rise, label-plane flat, rise to label: slow vertical lift from below label then lock off on the label plane at label-plane flat, straight rise only (straight up to label lock), then hold",golden coastal window light mixed with white LED task lamps,precision research pen standing upright,"vertical hero, soft reflection, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-CJC-001,CJC,https://www.palmbeach-vitality.store/products/#cjc-1295,"molecular imaging · precision research pen standing upright · vertical hero, soft reflection, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a double-height atrium research atrium with floating mezzanine lab pods · golden coastal window light mixed with white LED task lamps · shot:label_rise · cap ON · label:CJC","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,43,
SCN-044,analytical_qc,Analytical QC · capped pen,"Macro-world portal: Analytical QC & identity confirmation. Inside an amber-lit lyophilization corridor with freeze-dryer portholes like portholes on a ship. A single shaft of sunrise cuts a diagonal across otherwise clinical white. The tension between wellness softness and lab rigor. Make the still exciting enough that a slow camera move will feel like entering a world, not inspecting a SKU.","wide_env, eye-level wide, wide to hero forward: creeping push-in from wide sterile environment into subject-dominant frame at eye-level wide, straight forward path only (straight forward into subject), then hold",under-cabinet ribbon light and dark ceiling void,research pen barrel showing pre-filled liquid,"optical clarity of liquid in barrel window, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-MT2-001,Melanotan 2,https://www.palmbeach-vitality.store/products/#melanotan-2,"analytical qc · research pen barrel showing pre-filled liquid · optical clarity of liquid in barrel window, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · an amber-lit lyophilization corridor with freeze-dryer portholes like portholes  · under-cabinet ribbon light and dark ceiling void · shot:wide_env · cap ON · label:Melanotan 2","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,44,
SCN-045,discovery_bench,Discovery chemistry benches · capped pen,After-hours R&D atmosphere: Discovery chemistry benches. Inside a private-client research salon with velvet curtains framing a sterile prep alcove. Rain streaks the exterior glass while the interior stays surgically dry. An almost theatrical reveal of research craftsmanship. Keep every readable label sparse; if a compound name appears it must be exact and research-only.,"offset_left, eye-level, offset left micro-push: locked offset composition with subject subject on left third at eye-level, barely pushing subtle breathing push-in only, negative space on right, then hold",sunrise rim light cutting across frost and steel,research pen on matte white seamless paper,one capped research pen on plain white backdrop; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling,P-SS31-001,SS-31,https://www.palmbeach-vitality.store/products/#ss-31,discovery bench · research pen on matte white seamless paper · one capped research pen on plain white backdrop; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a private-client research salon with velvet curtains framing a sterile prep alco · sunrise rim light cutting across frost and steel · shot:offset_left · cap ON · label:SS-31,"For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,45,
SCN-046,peptide_synthesis,Peptide synthesis · capped pen,Coastal biotech brochure frame: Peptide synthesis & solid-phase chemistry. Inside a moonlit rooftop observatory deck adjacent to a molecular biology suite. Brass and stainless share the frame — wellness luxury meeting laboratory steel. Quiet prosperity — science as coastal luxury infrastructure. Compose as a vertical 9:16 hero still that could open a premium Instagram reel.,"offset_right, eye-level, offset right micro-push: locked offset composition with subject subject on right third at eye-level, barely pushing subtle breathing push-in only, negative space on left, then hold",noir side light with controlled speculars on glass and metal,compact travel research pen shorter body,"shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-AOD-001,AOD-9604,https://www.palmbeach-vitality.store/products/#aod-9604,"peptide synthesis · compact travel research pen shorter body · shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a moonlit rooftop observatory deck adjacent to a molecular biology suite · noir side light with controlled speculars on glass and metal · shot:offset_right · cap ON · label:AOD-9604","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,46,
SCN-047,formulation_suite,Formulation · capped pen,Quiet luxury-science tableau: Formulation & compounding research suites. Inside a walnut-and-steel executive science lounge overlooking a manicured courtyard. A wellness smoothie bar is visible through glass but stays soft background only. The feeling that a breakthrough is minutes away off-frame. Compose as a vertical 9:16 hero still that could open a premium Instagram reel.,"dolly_in_low, low-angle, low forward: measured low dolly-in from low medium at low-angle, straight forward path only (straight forward low), then hold",golden coastal window light mixed with white LED task lamps,research pen on mirrored chrome plate,"hard specular highlights, product catalog, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-BPCTB-001,BPC-157/TB-500,https://www.palmbeach-vitality.store/products/#wolverine,"formulation suite · research pen on mirrored chrome plate · hard specular highlights, product catalog, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a walnut-and-steel executive science lounge overlooking a manicured courtyard · golden coastal window light mixed with white LED task lamps · shot:dolly_in_low · cap ON · label:BPC-157/TB-500","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,47,
SCN-048,wellness_retail_lab,Boutique wellness × lab hybrid spaces · capped pen,Process-gallery spectacle: Boutique wellness × lab hybrid spaces. Inside a shipping-prep cold room with validated coolers staged like premium luggage. Nested glass doors create recursive reflections of the same hero object. Premium calm: every object placed with intentional design. Compose as a vertical 9:16 hero still that could open a premium Instagram reel.,"dolly_in_high, slight-high, high forward: measured high dolly-in from high medium at slight-high, straight forward path only (straight forward high), then hold",low-key cinematic spotlight with velvet falloff,frosted research pen body with metal clip,"matte body texture, metal pocket clip, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-SEMAX-001,SEMAX,https://www.palmbeach-vitality.store/products/#semax,"wellness retail lab · frosted research pen body with metal clip · matte body texture, metal pocket clip, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a shipping-prep cold room with validated coolers staged like premium luggage · low-key cinematic spotlight with velvet falloff · shot:dolly_in_high · cap ON · label:SEMAX","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,48,
SCN-049,wellness_innovation,Health · capped pen,"Wellness-meets-lab hybrid: Health & wellness innovation studios. Inside a midnight R&D wing lit only by instrument status LEDs and under-cabinet task light. Instrument LEDs pulse out of sync like a living heartbeat of the lab. Industrial poetry — pipes and glass as modern sculpture. Make the still exciting enough that a slow camera move will feel like entering a world, not inspecting a SKU.","static_lock, eye-level, no travel / locked: locked tripod hold at eye-level, subject slightly left third, frozen — camera body does not travel, direction locked, then hold",noir side light with controlled speculars on glass and metal,precision research pen standing upright,"vertical hero, soft reflection, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-KLOW-001,KLOW,https://www.palmbeach-vitality.store/products/#klow,"wellness innovation · precision research pen standing upright · vertical hero, soft reflection, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a midnight R&D wing lit only by instrument status LEDs and under-cabinet task li · noir side light with controlled speculars on glass and metal · shot:static_lock · cap ON · label:KLOW","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,49,
SCN-050,pilot_scale,Pilot-scale process development · capped pen,"Discovery-morning clarity: Pilot-scale process development. Inside a desert-modern lab exterior courtyard seen through tinted research glass. A red 'AUTHORIZED PERSONNEL' light is off — the room waits in standby elegance. Client-facing wonder without tipping into medical theater. Treat the environment as a character — the peptide research story is told by place, light, and material.","push_in, eye-level, forward: measured straight push-in from wide toward closer detail at eye-level, path is a straight forward line only (straight forward), then hold",noir side light with controlled speculars on glass and metal,single sealed Palm Beach Vitality research pen on a matte acrylic pedestal,"cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-CAGRI-001,Cagrilinitide,https://www.palmbeach-vitality.store/products/#cagrilinitide,"pilot scale · single sealed Palm Beach Vitality research pen on a matte acrylic pedestal · cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a desert-modern lab exterior courtyard seen through tinted research glass · noir side light with controlled speculars on glass and metal · shot:push_in · cap ON · label:Cagrilinitide","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,50,
SCN-051,longevity_lab,Longevity · capped pen,"Wide establishing energy: Longevity & cellular research suites. Inside a walnut-and-steel executive science lounge overlooking a manicured courtyard. A red 'AUTHORIZED PERSONNEL' light is off — the room waits in standby elegance. A slow sense of discovery in the empty room. Build depth with foreground glass, mid-ground hero, and soft background process glow.","pull_back, eye-level, backward: start on extreme close texture then measured straight pull-back to full hero at eye-level, path is a straight retreat only (straight backward), then hold",blue-hour exterior wash through glass with warm interior pools,compact travel research pen shorter body,"shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TA1-001,TA-1,https://www.palmbeach-vitality.store/products/#ta-1,"longevity lab · compact travel research pen shorter body · shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a walnut-and-steel executive science lounge overlooking a manicured courtyard · blue-hour exterior wash through glass with warm interior pools · shot:pull_back · cap ON · label:TA-1","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,51,
SCN-052,archive_documentation,Research documentation · capped pen,"Intimate cinematic entry: Research documentation & standards archives. Inside a charcoal-walled VIP research briefing room with a lit specimen niche. Chrome legs of an anti-vibration table draw leading lines toward the hero. The hush of validated equipment between runs. Build depth with foreground glass, mid-ground hero, and soft background process glow.","vertical_rise, eye-level rising, up: gentle vertical rise from base of subject to top detail at eye-level rising, path is a straight up-line only (straight up), then hold",low-key cinematic spotlight with velvet falloff,compact travel research pen shorter body,"shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-DSIP-001,DSIP,https://www.palmbeach-vitality.store/products/#dsip,"archive documentation · compact travel research pen shorter body · shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a charcoal-walled VIP research briefing room with a lit specimen niche · low-key cinematic spotlight with velvet falloff · shot:vertical_rise · cap ON · label:DSIP","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,52,
SCN-053,biotech_campus,Biotech R · capped pen,Architectural reveal: Biotech R&D campus interiors. Inside a double-height atrium research atrium with floating mezzanine lab pods. Shadow play from a palm frond lands across the bench without breaking sterility cues. A showroom-ready stillness that still feels operational. Keep every readable label sparse; if a compound name appears it must be exact and research-only.,"vertical_descend, high settling to eye-level, down: measured vertical descend from above subject into settled hero at high settling to eye-level, path is a straight down-line only (straight down), then hold",blue-hour exterior wash through glass with warm interior pools,pre-filled research pen on matte black acrylic,"clear barrel window, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TESAIPA-001,Tesamorelin/Ipamorelin,https://www.palmbeach-vitality.store/products/#tesamorelin,"biotech campus · pre-filled research pen on matte black acrylic · clear barrel window, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a double-height atrium research atrium with floating mezzanine lab pods · blue-hour exterior wash through glass with warm interior pools · shot:vertical_descend · cap ON · label:Tesamorelin/Ipamorelin","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,53,
SCN-054,palm_beach_showroom,Palm Beach premium research showrooms · capped pen,"Macro-world portal: Palm Beach premium research showrooms. Inside a shipping-prep cold room with validated coolers staged like premium luggage. A single shaft of sunrise cuts a diagonal across otherwise clinical white. The tension between wellness softness and lab rigor. Make the still exciting enough that a slow camera move will feel like entering a world, not inspecting a SKU.","lateral_ltr, eye-level, left-to-right: measured lateral slide left to right starting left of subject at eye-level, focus locked on subject, straight horizontal path only, then hold",blue-hour exterior wash through glass with warm interior pools,research pen with translucent smoke barrel,"smoke tint showing liquid, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-CJCIPA-001,CJC (no DAC)/Ipamorelin,https://www.palmbeach-vitality.store/products/#cjc-1295,"palm beach showroom · research pen with translucent smoke barrel · smoke tint showing liquid, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a shipping-prep cold room with validated coolers staged like premium luggage · blue-hour exterior wash through glass with warm interior pools · shot:lateral_ltr · cap ON · label:CJC (no DAC)/Ipamorelin","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,54,
SCN-055,cryo_cold_chain,Cryostorage · capped pen,"After-hours R&D atmosphere: Cryostorage & cold-chain research logistics. Inside a midnight R&D wing lit only by instrument status LEDs and under-cabinet task light. Nested glass doors create recursive reflections of the same hero object. An almost theatrical reveal of research craftsmanship. Build depth with foreground glass, mid-ground hero, and soft background process glow.","lateral_rtl, eye-level, right-to-left: measured lateral slide right to left starting right of subject at eye-level, focus locked on subject, straight horizontal path only, then hold",under-cabinet ribbon light and dark ceiling void,research pen with translucent smoke barrel,"smoke tint showing liquid, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-BPC-001,BPC-157,https://www.palmbeach-vitality.store/products/#bpc-157,"cryo cold chain · research pen with translucent smoke barrel · smoke tint showing liquid, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a midnight R&D wing lit only by instrument status LEDs and under-cabinet task li · under-cabinet ribbon light and dark ceiling void · shot:lateral_rtl · cap ON · label:BPC-157","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,55,
SCN-056,sports_science,Sports science · capped pen,Coastal biotech brochure frame: Sports science & performance research labs. Inside a charcoal-walled VIP research briefing room with a lit specimen niche. Solvent fumes are absent; instead you smell nothing — pure visual sterile fantasy. Quiet prosperity — science as coastal luxury infrastructure. Compose as a vertical 9:16 hero still that could open a premium Instagram reel.,"top_down, true top-down 90 degrees, down into plan view: measured overhead descend straight down from higher overhead into true top-down 90 degrees composition, path is a straight vertical drop only, then hold",soft spa diffusion plus one hard scientific key light,research pen with dose window close-up,"numeric window readable, shallow depth, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-RETA-001,Retatrutide,https://www.palmbeach-vitality.store/products/#retatrutide,"sports science · research pen with dose window close-up · numeric window readable, shallow depth, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a charcoal-walled VIP research briefing room with a lit specimen niche · soft spa diffusion plus one hard scientific key light · shot:top_down · cap ON · label:Retatrutide","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,56,
SCN-057,sterile_cleanroom,Sterile cleanroom · capped pen,"Quiet luxury-science tableau: Sterile cleanroom & controlled environments. Inside a Palm Beach waterfront biotech loft with floor-to-ceiling glass and ocean haze beyond. Shadow play from a palm frond lands across the bench without breaking sterility cues. The feeling that a breakthrough is minutes away off-frame. Treat the environment as a character — the peptide research story is told by place, light, and material.","tilt_up, low-angle power pose, tilt-up: deliberate tilt-up from underside to eye level at low-angle power pose, pivot only (tilt up only) — camera body does not truck around subject, then hold",noir side light with controlled speculars on glass and metal,single sealed Palm Beach Vitality research pen on a matte acrylic pedestal,"cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-GHK-001,GHK-Cu,https://www.palmbeach-vitality.store/products/#ghk-cu,"sterile cleanroom · single sealed Palm Beach Vitality research pen on a matte acrylic pedestal · cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a Palm Beach waterfront biotech loft with floor-to-ceiling glass and ocean haze  · noir side light with controlled speculars on glass and metal · shot:tilt_up · cap ON · label:GHK-Cu","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,57,
SCN-058,molecular_imaging,Molecular imaging · capped pen,Process-gallery spectacle: Molecular imaging & microscopy cores. Inside a cedar sauna anteroom juxtaposed with a sealed research fridge behind glass. Rain streaks the exterior glass while the interior stays surgically dry. Premium calm: every object placed with intentional design. Compose as a vertical 9:16 hero still that could open a premium Instagram reel.,"tilt_down, high looking down, tilt-down: deliberate tilt-down from upper rim onto the subject at high looking down, pivot only (tilt down only) — no lateral looping path, then hold",under-cabinet ribbon light and dark ceiling void,compact travel research pen shorter body,"shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-NAD-001,NAD+,https://www.palmbeach-vitality.store/products/#nad,"molecular imaging · compact travel research pen shorter body · shorter form factor, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a cedar sauna anteroom juxtaposed with a sealed research fridge behind glass · under-cabinet ribbon light and dark ceiling void · shot:tilt_down · cap ON · label:NAD+","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,58,
SCN-059,analytical_qc,Analytical QC · capped pen,Wellness-meets-lab hybrid: Analytical QC & identity confirmation. Inside a glass bridge connecting two R&D wings above a reflecting pool. A floating shelf casts a hard shadow that slices the composition into thirds. Industrial poetry — pipes and glass as modern sculpture. Keep every readable label sparse; if a compound name appears it must be exact and research-only.,"macro_detail, macro flat-on, micro forward: extreme macro on engraved texture at macro flat-on, razor shallow depth of field, barely moving tiny forward drift only, then hard hold",soft spa diffusion plus one hard scientific key light,research pen with dose window close-up,"numeric window readable, shallow depth, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-SEMA-001,Semaglutide,https://www.palmbeach-vitality.store/products/#semaglutide,"analytical qc · research pen with dose window close-up · numeric window readable, shallow depth, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a glass bridge connecting two R&D wings above a reflecting pool · soft spa diffusion plus one hard scientific key light · shot:macro_detail · cap ON · label:Semaglutide","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,59,
