creation_id,rank,scene_id,category,scene_brief,quality_var_count,quality_suffix,aspect_ratio,duration_seconds,resolution,model_still,model_video,video_prompt,status,times_used,last_used_at
PBVita-Reel-080,80,602,Multi-Product & Collection Arrangements,"Collection arrangement: symmetric pair of vial and pen in balanced composition, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",12,"ultra detailed, razor sharp focus, ultra sharp, ultra realistic, dramatic lighting, soft diffused lighting, creamy bokeh, elegant framing, premium aesthetic, soft shadows, realistic reflections, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Collection arrangement: symmetric pair of vial and pen in balanced composition, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.. Quality: ultra detailed, razor sharp focus, ultra sharp, ultra realistic, dramatic lighting, soft diffused lighting, creamy bokeh, elegant framing, premium aesthetic, soft shadows, realistic reflections, professional photography. creation motif 080/500 · scene 602. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-081,81,50,Product Hero & Macro,"Top-down composition of research vial lying on its side on dark charcoal concrete, warm golden hour side light, minimal and precise. [catalog angle 81]",12,"ultra detailed, razor sharp focus, ultra sharp, studio lighting, shallow depth of field, polished look, refined details, realistic textures, soft shadows, high-end commercial look, editorial photography style, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Top-down composition of research vial lying on its side on dark charcoal concrete, warm golden hour side light, minimal and precise. [catalog angle 81]. Quality: ultra detailed, razor sharp focus, ultra sharp, studio lighting, shallow depth of field, polished look, refined details, realistic textures, soft shadows, high-end commercial look, editorial photography style, DSLR sharpness. creation motif 081/500 · scene 050. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-082,82,263,"Production, Process & Manufacturing","Stylized research process: organized cold-chain movement of research units, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",12,"ultra detailed, razor sharp focus, 8k resolution, hyperrealistic, dramatic lighting, volumetric lighting, perfect exposure, creamy bokeh, perfect composition, realistic textures, intricate textures, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Stylized research process: organized cold-chain movement of research units, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.. Quality: ultra detailed, razor sharp focus, 8k resolution, hyperrealistic, dramatic lighting, volumetric lighting, perfect exposure, creamy bokeh, perfect composition, realistic textures, intricate textures, DSLR sharpness. creation motif 082/500 · scene 263. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-083,83,365,Signature Camera Moves & Dynamic Angles,"Camera focused: static locked-off frame where only internal liquid moves. Subject is research vial lying on its side, warm under-light glow, with almost no shadow, pure beauty light.",12,"ultra detailed, razor sharp focus, 8k resolution, dramatic lighting, rim lighting, high dynamic range, creamy bokeh, elegant framing, premium aesthetic, global illumination, editorial photography style, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Camera focused: static locked-off frame where only internal liquid moves. Subject is research vial lying on its side, warm under-light glow, with almost no shadow, pure beauty light.. Quality: ultra detailed, razor sharp focus, 8k resolution, dramatic lighting, rim lighting, high dynamic range, creamy bokeh, elegant framing, premium aesthetic, global illumination, editorial photography style, DSLR sharpness. creation motif 083/500 · scene 365. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-084,84,475,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean product hold with soft light designed not to compete with white text. Subject research vial lying on its side, hard specular edge light.",12,"ultra detailed, razor sharp focus, photorealistic, ultra realistic, cinematic lighting, dramatic lighting, soft diffused lighting, rim lighting, shallow depth of field, perfect composition, elegant framing, editorial photography style",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Overlay-optimized composition: clean product hold with soft light designed not to compete with white text. Subject research vial lying on its side, hard specular edge light.. Quality: ultra detailed, razor sharp focus, photorealistic, ultra realistic, cinematic lighting, dramatic lighting, soft diffused lighting, rim lighting, shallow depth of field, perfect composition, elegant framing, editorial photography style. creation motif 084/500 · scene 475. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-085,85,310,"Abstract, Artistic & Cinematic Science","Dark cinematic void with single spotlight, featuring sterile research vial, warm under-light glow, slow pull-out revealing environment.",12,"ultra detailed, razor sharp focus, photorealistic, soft diffused lighting, rim lighting, perfect composition, premium aesthetic, polished look, clean and crisp, high fidelity, DSLR sharpness, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Dark cinematic void with single spotlight, featuring sterile research vial, warm under-light glow, slow pull-out revealing environment.. Quality: ultra detailed, razor sharp focus, photorealistic, soft diffused lighting, rim lighting, perfect composition, premium aesthetic, polished look, clean and crisp, high fidelity, DSLR sharpness, professional photography. creation motif 085/500 · scene 310. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-086,86,582,Extreme Detail & Texture Studies,"Texture / detail study: macro of glass surface imperfections and light refraction only, split complementary teal and amber, spiral orbit combined with slow push.",12,"ultra detailed, razor sharp focus, hyperrealistic, dramatic lighting, studio lighting, perfect exposure, shallow depth of field, creamy bokeh, clean and crisp, ambient occlusion, high-end commercial look, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Texture / detail study: macro of glass surface imperfections and light refraction only, split complementary teal and amber, spiral orbit combined with slow push.. Quality: ultra detailed, razor sharp focus, hyperrealistic, dramatic lighting, studio lighting, perfect exposure, shallow depth of field, creamy bokeh, clean and crisp, ambient occlusion, high-end commercial look, medium format look. creation motif 086/500 · scene 582. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-087,87,548,"Hybrid, Transition & Special Shots","Special / hybrid shot: dual reality split: physical product on one side, molecular form on the other. Centered on sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",12,"ultra detailed, razor sharp focus, ultra realistic, volumetric lighting, soft diffused lighting, studio lighting, clean and crisp, high fidelity, intricate textures, soft shadows, editorial photography style, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Special / hybrid shot: dual reality split: physical product on one side, molecular form on the other. Centered on sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.. Quality: ultra detailed, razor sharp focus, ultra realistic, volumetric lighting, soft diffused lighting, studio lighting, clean and crisp, high fidelity, intricate textures, soft shadows, editorial photography style, professional photography. creation motif 087/500 · scene 548. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-088,88,137,Laboratory & Scientific Environments,"Amber-tinted research vial in front of softly blurred lab equipment, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",12,"ultra detailed, razor sharp focus, cinematic lighting, high dynamic range, HDR, rich contrast, premium aesthetic, polished look, intricate textures, detailed surface texture, ambient occlusion, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Amber-tinted research vial in front of softly blurred lab equipment, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.. Quality: ultra detailed, razor sharp focus, cinematic lighting, high dynamic range, HDR, rich contrast, premium aesthetic, polished look, intricate textures, detailed surface texture, ambient occlusion, DSLR sharpness. creation motif 088/500 · scene 137. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-089,89,485,Lifestyle & Context (Research-Forward),"Context still life: soft window light and sheer curtains creating gentle movement behind product. Featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",12,"ultra detailed, razor sharp focus, soft diffused lighting, high dynamic range, shallow depth of field, perfect composition, polished look, refined details, high fidelity, global illumination, realistic reflections, high-end commercial look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Context still life: soft window light and sheer curtains creating gentle movement behind product. Featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.. Quality: ultra detailed, razor sharp focus, soft diffused lighting, high dynamic range, shallow depth of field, perfect composition, polished look, refined details, high fidelity, global illumination, realistic reflections, high-end commercial look. creation motif 089/500 · scene 485. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-090,90,404,Lighting & Mood Variations,"Mood lighting study: moving light source slowly traveling across the product surface. Product is research pen with visible liquid barrel, captured with extreme high angle looking straight down.",12,"ultra detailed, tack sharp, crystal clear, ultra sharp, hyperrealistic, studio lighting, high dynamic range, shallow depth of field, polished look, clean and crisp, high fidelity, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Mood lighting study: moving light source slowly traveling across the product surface. Product is research pen with visible liquid barrel, captured with extreme high angle looking straight down.. Quality: ultra detailed, tack sharp, crystal clear, ultra sharp, hyperrealistic, studio lighting, high dynamic range, shallow depth of field, polished look, clean and crisp, high fidelity, DSLR sharpness. creation motif 090/500 · scene 404. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-091,91,204,Molecular & Chemical Structure Visuals,"Translucent electron density cloud of a peptide chain, dissolving into particles then reforming, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",12,"ultra detailed, tack sharp, crystal clear, 8k resolution, cinematic lighting, volumetric lighting, soft diffused lighting, HDR, clean and crisp, refined details, ambient occlusion, high-end commercial look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Translucent electron density cloud of a peptide chain, dissolving into particles then reforming, cool clinical blue-white LED, in clean negative space, low angle tracking slide.. Quality: ultra detailed, tack sharp, crystal clear, 8k resolution, cinematic lighting, volumetric lighting, soft diffused lighting, HDR, clean and crisp, refined details, ambient occlusion, high-end commercial look. creation motif 091/500 · scene 204. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-092,92,613,Multi-Product & Collection Arrangements,"Collection arrangement: dark surface with multiple products each catching individual highlights, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",12,"ultra detailed, tack sharp, crystal clear, hyperrealistic, ultra realistic, dramatic lighting, rim lighting, rich contrast, clean and crisp, realistic textures, ambient occlusion, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Collection arrangement: dark surface with multiple products each catching individual highlights, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.. Quality: ultra detailed, tack sharp, crystal clear, hyperrealistic, ultra realistic, dramatic lighting, rim lighting, rich contrast, clean and crisp, realistic textures, ambient occlusion, medium format look. creation motif 092/500 · scene 613. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-093,93,55,Product Hero & Macro,"Sterile research vial revealed with reflected perfectly in the surface below, hard specular edge light on mirrored chrome surface.",12,"ultra detailed, tack sharp, crystal clear, cinematic lighting, rim lighting, rich contrast, creamy bokeh, intricate textures, realistic reflections, high-end commercial look, medium format look, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Sterile research vial revealed with reflected perfectly in the surface below, hard specular edge light on mirrored chrome surface.. Quality: ultra detailed, tack sharp, crystal clear, cinematic lighting, rim lighting, rich contrast, creamy bokeh, intricate textures, realistic reflections, high-end commercial look, medium format look, DSLR sharpness. creation motif 093/500 · scene 055. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-094,94,223,"Production, Process & Manufacturing","Stylized research process: sterile transfer lines with smooth liquid flow, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective. [catalog angle 94]",12,"ultra detailed, tack sharp, ultra sharp, 8k resolution, hyperrealistic, soft diffused lighting, rim lighting, high dynamic range, high fidelity, realistic textures, realistic reflections, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Stylized research process: sterile transfer lines with smooth liquid flow, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective. [catalog angle 94]. Quality: ultra detailed, tack sharp, ultra sharp, 8k resolution, hyperrealistic, soft diffused lighting, rim lighting, high dynamic range, high fidelity, realistic textures, realistic reflections, professional photography. creation motif 094/500 · scene 223. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-095,95,348,Signature Camera Moves & Dynamic Angles,"Camera focused: soft dolly-zoom creating subtle spatial tension then release. Subject is sealed peptide vial with rubber stopper, practical small LED panel visible in frame, with perfect mirror reflection below.",12,"ultra detailed, tack sharp, ultra sharp, photorealistic, volumetric lighting, HDR, shallow depth of field, clean and crisp, realistic textures, intricate textures, ambient occlusion, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Camera focused: soft dolly-zoom creating subtle spatial tension then release. Subject is sealed peptide vial with rubber stopper, practical small LED panel visible in frame, with perfect mirror reflection below.. Quality: ultra detailed, tack sharp, ultra sharp, photorealistic, volumetric lighting, HDR, shallow depth of field, clean and crisp, realistic textures, intricate textures, ambient occlusion, DSLR sharpness. creation motif 095/500 · scene 348. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-096,96,447,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product on bottom third with expansive soft atmosphere above for type. Subject clear glass research vial, soft window light with gentle falloff.",12,"ultra detailed, tack sharp, ultra sharp, cinematic lighting, dramatic lighting, volumetric lighting, perfect exposure, elegant framing, polished look, realistic textures, soft shadows, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Overlay-optimized composition: product on bottom third with expansive soft atmosphere above for type. Subject clear glass research vial, soft window light with gentle falloff.. Quality: ultra detailed, tack sharp, ultra sharp, cinematic lighting, dramatic lighting, volumetric lighting, perfect exposure, elegant framing, polished look, realistic textures, soft shadows, professional photography. creation motif 096/500 · scene 447. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-097,97,331,"Abstract, Artistic & Cinematic Science","Soft organic flowing forms interacting with product, featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.",12,"ultra detailed, tack sharp, 8k resolution, photorealistic, hyperrealistic, soft diffused lighting, rim lighting, rich contrast, perfect composition, clean and crisp, detailed surface texture, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Soft organic flowing forms interacting with product, featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.. Quality: ultra detailed, tack sharp, 8k resolution, photorealistic, hyperrealistic, soft diffused lighting, rim lighting, rich contrast, perfect composition, clean and crisp, detailed surface texture, professional photography. creation motif 097/500 · scene 331. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-098,98,595,Extreme Detail & Texture Studies,"Texture / detail study: surface reflection study showing distorted environment in the glass, warm golden hour side light, locked-off static with internal motion only.",12,"ultra detailed, tack sharp, 8k resolution, hyperrealistic, premium aesthetic, refined details, realistic textures, detailed surface texture, global illumination, realistic reflections, high-end commercial look, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Texture / detail study: surface reflection study showing distorted environment in the glass, warm golden hour side light, locked-off static with internal motion only.. Quality: ultra detailed, tack sharp, 8k resolution, hyperrealistic, premium aesthetic, refined details, realistic textures, detailed surface texture, global illumination, realistic reflections, high-end commercial look, professional photography. creation motif 098/500 · scene 595. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-099,99,551,"Hybrid, Transition & Special Shots","Special / hybrid shot: product casting a molecular-shaped shadow that slowly animates. Centered on precision research pen, soft diffused overhead, subtle handheld micro-movement.",12,"ultra detailed, tack sharp, 8k resolution, soft diffused lighting, rim lighting, rich contrast, premium aesthetic, high fidelity, ambient occlusion, realistic reflections, high-end commercial look, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Special / hybrid shot: product casting a molecular-shaped shadow that slowly animates. Centered on precision research pen, soft diffused overhead, subtle handheld micro-movement.. Quality: ultra detailed, tack sharp, 8k resolution, soft diffused lighting, rim lighting, rich contrast, premium aesthetic, high fidelity, ambient occlusion, realistic reflections, high-end commercial look, DSLR sharpness. creation motif 099/500 · scene 551. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-100,100,71,Laboratory & Scientific Environments,"Pre-filled research pen inside a clean laminar flow hood, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",12,"ultra detailed, tack sharp, photorealistic, ultra realistic, soft diffused lighting, premium aesthetic, polished look, clean and crisp, ambient occlusion, medium format look, DSLR sharpness, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Pre-filled research pen inside a clean laminar flow hood, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.. Quality: ultra detailed, tack sharp, photorealistic, ultra realistic, soft diffused lighting, premium aesthetic, polished look, clean and crisp, ambient occlusion, medium format look, DSLR sharpness, professional photography. creation motif 100/500 · scene 071. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-101,101,498,Lifestyle & Context (Research-Forward),"Context still life: product next to high-quality recovery aesthetic items in abstract still life. Featuring sealed peptide vial with rubber stopper, low-key selective highlight only, lateral motion-control track.",12,"ultra detailed, tack sharp, photorealistic, shallow depth of field, creamy bokeh, perfect composition, polished look, refined details, high fidelity, realistic textures, intricate textures, realistic reflections",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Context still life: product next to high-quality recovery aesthetic items in abstract still life. Featuring sealed peptide vial with rubber stopper, low-key selective highlight only, lateral motion-control track.. Quality: ultra detailed, tack sharp, photorealistic, shallow depth of field, creamy bokeh, perfect composition, polished look, refined details, high fidelity, realistic textures, intricate textures, realistic reflections. creation motif 101/500 · scene 498. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-102,102,414,Lighting & Mood Variations,"Mood lighting study: almost shadowless beauty dish style premium lighting. Product is research pen with visible liquid barrel, captured with vertical rise from base to top.",12,"ultra detailed, tack sharp, hyperrealistic, soft diffused lighting, rim lighting, high dynamic range, rich contrast, perfect exposure, shallow depth of field, premium aesthetic, global illumination, realistic reflections",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Mood lighting study: almost shadowless beauty dish style premium lighting. Product is research pen with visible liquid barrel, captured with vertical rise from base to top.. Quality: ultra detailed, tack sharp, hyperrealistic, soft diffused lighting, rim lighting, high dynamic range, rich contrast, perfect exposure, shallow depth of field, premium aesthetic, global illumination, realistic reflections. creation motif 102/500 · scene 414. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-103,103,182,Molecular & Chemical Structure Visuals,"Dual warm/cool lit molecular form of a peptide chain, gently undulating and turning, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes. [catalog angle 103]",12,"ultra detailed, tack sharp, ultra realistic, studio lighting, rim lighting, creamy bokeh, refined details, realistic textures, soft shadows, high-end commercial look, editorial photography style, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Dual warm/cool lit molecular form of a peptide chain, gently undulating and turning, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes. [catalog angle 103]. Quality: ultra detailed, tack sharp, ultra realistic, studio lighting, rim lighting, creamy bokeh, refined details, realistic textures, soft shadows, high-end commercial look, editorial photography style, medium format look. creation motif 103/500 · scene 182. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-104,104,622,Multi-Product & Collection Arrangements,"Collection arrangement: tight cluster of products with one hero unit pulled slightly forward, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",12,"ultra detailed, tack sharp, dramatic lighting, soft diffused lighting, studio lighting, rich contrast, shallow depth of field, elegant framing, realistic reflections, high-end commercial look, editorial photography style, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Collection arrangement: tight cluster of products with one hero unit pulled slightly forward, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.. Quality: ultra detailed, tack sharp, dramatic lighting, soft diffused lighting, studio lighting, rich contrast, shallow depth of field, elegant framing, realistic reflections, high-end commercial look, editorial photography style, medium format look. creation motif 104/500 · scene 622. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-105,105,58,Product Hero & Macro,"Dual research pens side by side with mirror reflection below, practical small LED panel visible in frame, slow elegant movement.",12,"ultra detailed, tack sharp, rim lighting, HDR, perfect exposure, shallow depth of field, premium aesthetic, polished look, realistic textures, ambient occlusion, soft shadows, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Dual research pens side by side with mirror reflection below, practical small LED panel visible in frame, slow elegant movement.. Quality: ultra detailed, tack sharp, rim lighting, HDR, perfect exposure, shallow depth of field, premium aesthetic, polished look, realistic textures, ambient occlusion, soft shadows, DSLR sharpness. creation motif 105/500 · scene 058. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
