lab_item_id,rank,category,scene_setting,environment_bucket,lab_item,material_detail,surface,lighting,camera_move,status,times_used,last_used_at,color_grade,hero_style,compound_name,shot_family,framing
SCN-054,54,mossy_woodland_clearing,Mossy woodland clearing,forest_nature,"Fresh morning clarity: Place the story in Mossy woodland clearing, then lock focus on a research pen and vial pair arranged with intentional negative space. A single shaft of sunlight picks out the product shoulder without looking staged. Surface language is soft limestone with coastal texture; light language is hard midday sun softened by open shade. Let the place lead, then reward the eye with one quiet product focal point. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Tirzepatide' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Mossy woodland clearing. Environment bucket: forest nature. Focal — a research pen and vial pair arranged with intentional negative space. Surface soft limestone with coastal texture; lighting hard midday sun softened by open shade. A single shaft of sunlight picks out the product shoulder without looking staged. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,hard midday sun softened by open shade,"measured lateral slide left to right starting left of subject at eye-level, focus locked on subject, straight horizontal path only, then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,editorial wellness catalog frame,Tirzepatide,lateral_ltr,subject off-center; camera slides left to right at eye-level
SCN-055,55,sun_drenched_home_studio_space,Sun-drenched home studio space,home_interior,"Editorial wellness frame: Health and wellness lifestyle scene. Setting — Sun-drenched home studio space. The frame discovers a research pen and vial pair arranged with intentional negative space. A single shaft of sunlight picks out the product shoulder without looking staged. Everything sits on weathered teak decking under sunrise rim light with gentle haze, materials behaving like physics not CGI. Let the place lead, then reward the eye with one quiet product focal point. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly '5-Amino-1MQ' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Sun-drenched home studio space. Environment bucket: home interior. Focal — a research pen and vial pair arranged with intentional negative space. Surface weathered teak decking; lighting sunrise rim light with gentle haze. A single shaft of sunlight picks out the product shoulder without looking staged. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",weathered teak decking,sunrise rim light with gentle haze,"measured lateral slide right to left starting right of subject at eye-level, focus locked on subject, straight horizontal path only, then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,macro-to-environment storytelling frame,5-Amino-1MQ,lateral_rtl,subject off-center; camera slides right to left at eye-level
SCN-056,56,outdoor_shower_enclosed_by_tropical_plants,Outdoor shower enclosed by tropical plants,garden_outdoor_home,"Lifestyle wellness world: Outdoor shower enclosed by tropical plants. Coastal living brochure energy: A vertical 9:16 composition builds around a thoughtfully arranged wellness still-life with premium empty space for the eye to rest. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Ground the image on warm natural wood with soft grain with bright airy daylight through sheer curtains. Prioritize photoreal materials: wood grain, linen weave, glass weight, sand, foliage. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. Do not print scene titles, captions, hex codes, watermarks, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Outdoor shower enclosed by tropical plants. Environment bucket: garden outdoor home. Focal — a thoughtfully arranged wellness still-life with premium empty space for the eye to rest. Surface warm natural wood with soft grain; lighting bright airy daylight through sheer curtains. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",warm natural wood with soft grain,bright airy daylight through sheer curtains,"measured overhead descend straight down from higher overhead into true top-down 90 degrees composition, path is a straight vertical drop only, then hold",Active,0,,"fresh green outdoor grade, natural and airy",editorial wellness catalog frame,,top_down,overhead geometric catalog composition at true top-down 90 degrees
SCN-057,57,secluded_cove_with_calm_water,Secluded cove with calm water,beach_coast,"Wide establishing energy: Place the story in Secluded cove with calm water, then lock focus on a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. A single shaft of sunlight picks out the product shoulder without looking staged. Surface language is packed earth trail with soft moss edges; light language is hard midday sun softened by open shade. Make the still exciting enough that a slow camera move feels like entering a world. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'BPC-157' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Secluded cove with calm water. Environment bucket: beach coast. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface packed earth trail with soft moss edges; lighting hard midday sun softened by open shade. A single shaft of sunlight picks out the product shoulder without looking staged. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",packed earth trail with soft moss edges,hard midday sun softened by open shade,"deliberate tilt-up from underside to eye level at low-angle power pose, pivot only (tilt up only) — camera body does not truck around subject, then hold",Active,0,,"fresh green outdoor grade, natural and airy",editorial wellness catalog frame,BPC-157,tilt_up,low-angle power pose looking upward; starts on underside
SCN-058,58,clean_modern_laundry_room_with_natural_light_fre,"Clean, modern laundry room with natural light (fresh towels vibe)",kitchen_cafe,"Intimate cinematic entry: Health and wellness lifestyle scene. Setting — Clean, modern laundry room with natural light (fresh towels vibe). The frame discovers a research pen and vial pair arranged with intentional negative space. Color story stays natural: greens, sand, linen, ocean glass. Everything sits on weathered teak decking under hard midday sun softened by open shade, materials behaving like physics not CGI. Use negative space generously so the lifestyle setting feels expansive. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'BPC-157/TB-500' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Clean, modern laundry room with natural light (fresh towels vibe). Environment bucket: kitchen cafe. Focal — a research pen and vial pair arranged with intentional negative space. Surface weathered teak decking; lighting hard midday sun softened by open shade. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",weathered teak decking,hard midday sun softened by open shade,"deliberate tilt-down from upper rim onto the subject at high looking down, pivot only (tilt down only) — no lateral looping path, then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,macro-to-environment storytelling frame,BPC-157/TB-500,tilt_down,high looking down; starts at upper rim then tips down onto product
SCN-059,59,wildflower_field_in_late_afternoon,Wildflower field in late afternoon,forest_nature,"Lifestyle wellness world: Wildflower field in late afternoon. Architectural reveal: A vertical 9:16 composition builds around an elegant research vial on a stone coaster, label facing camera once only. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Ground the image on soft limestone with coastal texture with sunrise rim light with gentle haze. Let the place lead, then reward the eye with one quiet product focal point. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Cagrilinitide' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Wildflower field in late afternoon. Environment bucket: forest nature. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface soft limestone with coastal texture; lighting sunrise rim light with gentle haze. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,sunrise rim light with gentle haze,"extreme macro on engraved texture at macro flat-on, razor shallow depth of field, barely moving tiny forward drift only, then hard hold",Active,0,,cool blue-hour coastal grade with warm interior accents,architecture-and-atmosphere establishing shot,Cagrilinitide,macro_detail,tight crop on engraved texture; macro flat-on macro
SCN-060,60,minimalist_bathroom_with_natural_light_and_plant,Minimalist bathroom with natural light and plants,home_interior,"Quiet lifestyle tableau: Place the story in Minimalist bathroom with natural light and plants, then lock focus on a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Negative space breathes; nothing feels cluttered or prop-dumped. Surface language is soft limestone with coastal texture; light language is dappled leaf-filtered sunlight. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'CJC' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Minimalist bathroom with natural light and plants. Environment bucket: home interior. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface soft limestone with coastal texture; lighting dappled leaf-filtered sunlight. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,dappled leaf-filtered sunlight,"graceful crane-down from high three-quarter to settled hero (high three-quarter to eye-level), path is a straight descending line (straight descending crane), then hold",Active,0,,warm coastal wellness grade with honest neutrals,macro-to-environment storytelling frame,CJC,crane_settle,"starts high three-quarter, settles to high three-quarter to eye-level"
SCN-061,61,modern_courtyard_with_water_feature,Modern courtyard with water feature,garden_outdoor_home,"Golden-hour atmosphere: Health and wellness lifestyle scene. Setting — Modern courtyard with water feature. The frame discovers an elegant research vial on a stone coaster, label facing camera once only. The scene feels lived-in and calm, never clinical or laboratory. Everything sits on packed earth trail with soft moss edges under hard midday sun softened by open shade, materials behaving like physics not CGI. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'CJC (no DAC)/Ipamorelin' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Modern courtyard with water feature. Environment bucket: garden outdoor home. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface packed earth trail with soft moss edges; lighting hard midday sun softened by open shade. The scene feels lived-in and calm, never clinical or laboratory. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",packed earth trail with soft moss edges,hard midday sun softened by open shade,"deliberate straight push-out from tight badge crop to full product at eye-level, path is a straight retreat only (straight backward), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,premium coastal lifestyle direction,CJC (no DAC)/Ipamorelin,push_out,"starts tight badge crop, ends full product in frame at eye-level"
SCN-062,62,coastal_dune_trail,Coastal dune trail,beach_coast,"Lifestyle wellness world: Coastal dune trail. Fresh morning clarity: A vertical 9:16 composition builds around a research pen and vial pair arranged with intentional negative space. The scene feels lived-in and calm, never clinical or laboratory. Ground the image on matte ceramic tile with spa-calm tone with sunrise rim light with gentle haze. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'DSIP' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Coastal dune trail. Environment bucket: beach coast. Focal — a research pen and vial pair arranged with intentional negative space. Surface matte ceramic tile with spa-calm tone; lighting sunrise rim light with gentle haze. The scene feels lived-in and calm, never clinical or laboratory. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",matte ceramic tile with spa-calm tone,sunrise rim light with gentle haze,"creeping pedestal up a few centimeters from slightly below eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight up pedestal), then hold",Active,0,,soft morning pastel grade with clean whites,macro-to-environment storytelling frame,DSIP,pedestal_up,catalog hero at eye-level; pedestal rises from slightly below eye-line
SCN-063,63,open_kitchen_with_large_island_and_morning_light,Open kitchen with large island and morning light,kitchen_cafe,"Editorial wellness frame: Place the story in Open kitchen with large island and morning light, then lock focus on a research pen and vial pair arranged with intentional negative space. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Surface language is warm natural wood with soft grain; light language is bright airy daylight through sheer curtains. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'GHK-Cu' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Open kitchen with large island and morning light. Environment bucket: kitchen cafe. Focal — a research pen and vial pair arranged with intentional negative space. Surface warm natural wood with soft grain; lighting bright airy daylight through sheer curtains. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",warm natural wood with soft grain,bright airy daylight through sheer curtains,"creeping pedestal down a few centimeters from slightly above eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight down pedestal), then hold",Active,0,,soft morning pastel grade with clean whites,environment-first lifestyle still with quiet product presence,GHK-Cu,pedestal_down,catalog hero at eye-level; pedestal settles from slightly above eye-line
SCN-064,64,dirt_trail_through_tall_pines,Dirt trail through tall pines,forest_nature,"Coastal living brochure energy: Health and wellness lifestyle scene. Setting — Dirt trail through tall pines. The frame discovers a lifestyle vignette where atmosphere leads and product presence stays subtle. Color story stays natural: greens, sand, linen, ocean glass. Everything sits on cool marble with gentle veining under blue-hour cool ambient with warm practical pools, materials behaving like physics not CGI. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. Do not print scene titles, captions, hex codes, watermarks, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Dirt trail through tall pines. Environment bucket: forest nature. Focal — a lifestyle vignette where atmosphere leads and product presence stays subtle. Surface cool marble with gentle veining; lighting blue-hour cool ambient with warm practical pools. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,blue-hour cool ambient with warm practical pools,"brief side-profile track brief lateral left to right from strict side profile at true side profile left, then settle and hard hold — brief lateral only, never a full circle",Active,0,,warm coastal wellness grade with honest neutrals,premium coastal lifestyle direction,,profile_ltr,"true side profile left; starts strict side profile, settles after short track"
SCN-065,65,soft_morning_light_in_a_plant_filled_living_room,Soft morning light in a plant-filled living room,home_interior,"Lifestyle wellness world: Soft morning light in a plant-filled living room. Wide establishing energy: A vertical 9:16 composition builds around a sealed research pen resting like a premium design object beside wellness props. Color story stays natural: greens, sand, linen, ocean glass. Ground the image on soft limestone with coastal texture with crisp morning window light with specular glass highlights. Let the place lead, then reward the eye with one quiet product focal point. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'KLOW' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Soft morning light in a plant-filled living room. Environment bucket: home interior. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface soft limestone with coastal texture; lighting crisp morning window light with specular glass highlights. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,crisp morning window light with specular glass highlights,"brief side-profile track brief lateral right to left from strict side profile at true side profile right, then settle and hard hold — brief lateral only, never a full circle",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",architecture-and-atmosphere establishing shot,KLOW,profile_rtl,"true side profile right; starts strict side profile, settles after short track"
SCN-066,66,rooftop_pool_deck_at_twilight,Rooftop pool deck at twilight,garden_outdoor_home,"Intimate cinematic entry: Place the story in Rooftop pool deck at twilight, then lock focus on a sealed research pen resting like a premium design object beside wellness props. Negative space breathes; nothing feels cluttered or prop-dumped. Surface language is sun-bleached linen and pale stone; light language is hard midday sun softened by open shade. Prioritize photoreal materials: wood grain, linen weave, glass weight, sand, foliage. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'KPV' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Rooftop pool deck at twilight. Environment bucket: garden outdoor home. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface sun-bleached linen and pale stone; lighting hard midday sun softened by open shade. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sun-bleached linen and pale stone,hard midday sun softened by open shade,"barely drifting micro drift micro forward drift from mid-shot at eye-level documentary, scientific documentary energy, then hold — no circling path",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,calm spa-adjacent home still without clinical cues,KPV,doc_drift,"documentary mid-shot at eye-level documentary, slightly imperfect stability"
SCN-067,67,elevated_wooden_boardwalk_through_wetlands,Elevated wooden boardwalk through wetlands,beach_coast,"Architectural reveal: Health and wellness lifestyle scene. Setting — Elevated wooden boardwalk through wetlands. The frame discovers a sealed research pen resting like a premium design object beside wellness props. Negative space breathes; nothing feels cluttered or prop-dumped. Everything sits on matte ceramic tile with spa-calm tone under dappled leaf-filtered sunlight, materials behaving like physics not CGI. Use negative space generously so the lifestyle setting feels expansive. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Melanotan 2' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Elevated wooden boardwalk through wetlands. Environment bucket: beach coast. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface matte ceramic tile with spa-calm tone; lighting dappled leaf-filtered sunlight. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",matte ceramic tile with spa-calm tone,dappled leaf-filtered sunlight,"measured vertical lift from below label then lock off on the label plane at label-plane flat, straight rise only (straight up to label lock), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,environment-first lifestyle still with quiet product presence,Melanotan 2,label_rise,ends locked on label/typography plane at label-plane flat
SCN-068,68,covered_outdoor_kitchen_with_healthy_prep,Covered outdoor kitchen with healthy prep,kitchen_cafe,"Lifestyle wellness world: Covered outdoor kitchen with healthy prep. Quiet lifestyle tableau: A vertical 9:16 composition builds around a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Reflections stay honest — no cloned second hero object. Ground the image on warm natural wood with soft grain with sunrise rim light with gentle haze. Use negative space generously so the lifestyle setting feels expansive. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'MOTS-C' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Covered outdoor kitchen with healthy prep. Environment bucket: kitchen cafe. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface warm natural wood with soft grain; lighting sunrise rim light with gentle haze. Reflections stay honest — no cloned second hero object. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",warm natural wood with soft grain,sunrise rim light with gentle haze,"measured push-in from wide sterile environment into subject-dominant frame at eye-level wide, straight forward path only (straight forward into subject), then hold",Active,0,,soft morning pastel grade with clean whites,architecture-and-atmosphere establishing shot,MOTS-C,wide_env,starts wide sterile environment; subject becomes dominant at eye-level wide
SCN-069,69,bamboo_grove_pathway,Bamboo grove pathway,forest_nature,"Golden-hour atmosphere: Place the story in Bamboo grove pathway, then lock focus on a sealed research pen resting like a premium design object beside wellness props. A single shaft of sunlight picks out the product shoulder without looking staged. Surface language is cool marble with gentle veining; light language is soft overcast diffusion, even and flattering. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'NAD+' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Bamboo grove pathway. Environment bucket: forest nature. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface cool marble with gentle veining; lighting soft overcast diffusion, even and flattering. A single shaft of sunlight picks out the product shoulder without looking staged. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,"soft overcast diffusion, even and flattering","locked offset composition with subject subject on left third at eye-level, micro push subtle breathing push-in only, negative space on right, then hold",Active,0,,warm coastal wellness grade with honest neutrals,architecture-and-atmosphere establishing shot,NAD+,offset_left,"subject on left third, negative space opposite, eye-level"
SCN-070,70,soft_lit_evening_living_room_with_candles,Soft-lit evening living room with candles,home_interior,"Fresh morning clarity: Health and wellness lifestyle scene. Setting — Soft-lit evening living room with candles. The frame discovers a research pen and vial pair arranged with intentional negative space. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Everything sits on cool marble with gentle veining under blue-hour cool ambient with warm practical pools, materials behaving like physics not CGI. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'PT-141' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Soft-lit evening living room with candles. Environment bucket: home interior. Focal — a research pen and vial pair arranged with intentional negative space. Surface cool marble with gentle veining; lighting blue-hour cool ambient with warm practical pools. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,blue-hour cool ambient with warm practical pools,"locked offset composition with subject subject on right third at eye-level, micro push subtle breathing push-in only, negative space on left, then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,architecture-and-atmosphere establishing shot,PT-141,offset_right,"subject on right third, negative space opposite, eye-level"
