scene_id,category,scene_brief,status,times_used,last_used_at
182,Molecular & Chemical Structure Visuals,"Dual warm/cool lit molecular form of a peptide chain, gently undulating and turning, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
183,Molecular & Chemical Structure Visuals,"Molecular model dissolving into atoms of a peptide chain, assembling bond by bond, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
184,Molecular & Chemical Structure Visuals,"Large-scale molecular landscape the camera flies through of a peptide chain, dissolving into particles then reforming, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
185,Molecular & Chemical Structure Visuals,"Structure slowly assembling bond by bond of a peptide chain, with soft internal volumetric light, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
186,Molecular & Chemical Structure Visuals,"Clean 3d ball-and-stick model of a peptide chain, against pure black void, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
187,Molecular & Chemical Structure Visuals,"Soft ribbon cartoon representation of a peptide chain, with elegant orbital motion, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
188,Molecular & Chemical Structure Visuals,"Elegant glowing node-and-bond network of a peptide chain, as camera flies through the structure, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
189,Molecular & Chemical Structure Visuals,"Translucent electron density cloud of a peptide chain, with dual warm and cool lighting, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
190,Molecular & Chemical Structure Visuals,"Minimal line-art molecular diagram of a peptide chain, transitioning from structure into product silhouette, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
191,Molecular & Chemical Structure Visuals,"High-end holographic projection style of a peptide chain, slowly rotating in dark space, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
192,Molecular & Chemical Structure Visuals,"Soft pastel scientific rendering of a peptide chain, gently undulating and turning, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
193,Molecular & Chemical Structure Visuals,"Dark dramatic molecular model with rim light of a peptide chain, assembling bond by bond, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
194,Molecular & Chemical Structure Visuals,"Wireframe structure with glowing edges of a peptide chain, dissolving into particles then reforming, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
195,Molecular & Chemical Structure Visuals,"Volumetric molecular form with internal light of a peptide chain, with soft internal volumetric light, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
196,Molecular & Chemical Structure Visuals,"Abstract particle-based structure of a peptide chain, against pure black void, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame.",Active,0,
197,Molecular & Chemical Structure Visuals,"Dual warm/cool lit molecular form of a peptide chain, with elegant orbital motion, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
198,Molecular & Chemical Structure Visuals,"Molecular model dissolving into atoms of a peptide chain, as camera flies through the structure, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
199,Molecular & Chemical Structure Visuals,"Large-scale molecular landscape the camera flies through of a peptide chain, with dual warm and cool lighting, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
200,Molecular & Chemical Structure Visuals,"Structure slowly assembling bond by bond of a peptide chain, transitioning from structure into product silhouette, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
201,Molecular & Chemical Structure Visuals,"Clean 3d ball-and-stick model of a peptide chain, slowly rotating in dark space, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
202,Molecular & Chemical Structure Visuals,"Soft ribbon cartoon representation of a peptide chain, gently undulating and turning, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
203,Molecular & Chemical Structure Visuals,"Elegant glowing node-and-bond network of a peptide chain, assembling bond by bond, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
204,Molecular & Chemical Structure Visuals,"Translucent electron density cloud of a peptide chain, dissolving into particles then reforming, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
205,Molecular & Chemical Structure Visuals,"Minimal line-art molecular diagram of a peptide chain, with soft internal volumetric light, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
206,Molecular & Chemical Structure Visuals,"High-end holographic projection style of a peptide chain, against pure black void, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
207,Molecular & Chemical Structure Visuals,"Soft pastel scientific rendering of a peptide chain, with elegant orbital motion, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
208,Molecular & Chemical Structure Visuals,"Dark dramatic molecular model with rim light of a peptide chain, as camera flies through the structure, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
209,Molecular & Chemical Structure Visuals,"Wireframe structure with glowing edges of a peptide chain, with dual warm and cool lighting, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
210,Molecular & Chemical Structure Visuals,"Volumetric molecular form with internal light of a peptide chain, transitioning from structure into product silhouette, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
211,"Production, Process & Manufacturing","Stylized research process: clear liquid being gently transferred between sterile vessels, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
212,"Production, Process & Manufacturing","Stylized research process: precise pipetting sequence in slow motion, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
213,"Production, Process & Manufacturing","Stylized research process: liquid passing through a clean filtration membrane, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
214,"Production, Process & Manufacturing","Stylized research process: sterile filling of pen barrels with rhythmic precision, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
215,"Production, Process & Manufacturing","Stylized research process: careful visual clarity inspection under bright light, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
216,"Production, Process & Manufacturing","Stylized research process: product being sealed into clean protective packaging, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
217,"Production, Process & Manufacturing","Stylized research process: soft color shift inside a reaction flask under controlled light, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
218,"Production, Process & Manufacturing","Stylized research process: organized cold-chain movement of research units, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
219,"Production, Process & Manufacturing","Stylized research process: final labeling and sealing with mechanical elegance, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
220,"Production, Process & Manufacturing","Stylized research process: rhythmic montage of clean process steps, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
221,"Production, Process & Manufacturing","Stylized research process: product emerging from protective outer packaging, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame.",Active,0,
222,"Production, Process & Manufacturing","Stylized research process: gentle mixing or swirling of clear research liquid, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
223,"Production, Process & Manufacturing","Stylized research process: sterile transfer lines with smooth liquid flow, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
224,"Production, Process & Manufacturing","Stylized research process: quality control moment under focused light, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
225,"Production, Process & Manufacturing","Stylized research process: abstract purification stages becoming progressively clearer, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
226,"Production, Process & Manufacturing","Stylized research process: clear liquid being gently transferred between sterile vessels, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
227,"Production, Process & Manufacturing","Stylized research process: precise pipetting sequence in slow motion, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
228,"Production, Process & Manufacturing","Stylized research process: liquid passing through a clean filtration membrane, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
229,"Production, Process & Manufacturing","Stylized research process: sterile filling of pen barrels with rhythmic precision, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
230,"Production, Process & Manufacturing","Stylized research process: careful visual clarity inspection under bright light, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
231,"Production, Process & Manufacturing","Stylized research process: product being sealed into clean protective packaging, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
232,"Production, Process & Manufacturing","Stylized research process: soft color shift inside a reaction flask under controlled light, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
233,"Production, Process & Manufacturing","Stylized research process: organized cold-chain movement of research units, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
234,"Production, Process & Manufacturing","Stylized research process: final labeling and sealing with mechanical elegance, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
235,"Production, Process & Manufacturing","Stylized research process: rhythmic montage of clean process steps, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
236,"Production, Process & Manufacturing","Stylized research process: product emerging from protective outer packaging, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame.",Active,0,
237,"Production, Process & Manufacturing","Stylized research process: gentle mixing or swirling of clear research liquid, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
238,"Production, Process & Manufacturing","Stylized research process: sterile transfer lines with smooth liquid flow, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
239,"Production, Process & Manufacturing","Stylized research process: quality control moment under focused light, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
240,"Production, Process & Manufacturing","Stylized research process: abstract purification stages becoming progressively clearer, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
241,"Production, Process & Manufacturing","Stylized research process: clear liquid being gently transferred between sterile vessels, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
242,"Production, Process & Manufacturing","Stylized research process: precise pipetting sequence in slow motion, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
243,"Production, Process & Manufacturing","Stylized research process: liquid passing through a clean filtration membrane, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
244,"Production, Process & Manufacturing","Stylized research process: sterile filling of pen barrels with rhythmic precision, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
245,"Production, Process & Manufacturing","Stylized research process: careful visual clarity inspection under bright light, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
246,"Production, Process & Manufacturing","Stylized research process: product being sealed into clean protective packaging, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
247,"Production, Process & Manufacturing","Stylized research process: soft color shift inside a reaction flask under controlled light, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
248,"Production, Process & Manufacturing","Stylized research process: organized cold-chain movement of research units, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
249,"Production, Process & Manufacturing","Stylized research process: final labeling and sealing with mechanical elegance, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
250,"Production, Process & Manufacturing","Stylized research process: rhythmic montage of clean process steps, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
251,"Production, Process & Manufacturing","Stylized research process: product emerging from protective outer packaging, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame.",Active,0,
252,"Production, Process & Manufacturing","Stylized research process: gentle mixing or swirling of clear research liquid, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
253,"Production, Process & Manufacturing","Stylized research process: sterile transfer lines with smooth liquid flow, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
254,"Production, Process & Manufacturing","Stylized research process: quality control moment under focused light, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
255,"Production, Process & Manufacturing","Stylized research process: abstract purification stages becoming progressively clearer, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
256,"Production, Process & Manufacturing","Stylized research process: clear liquid being gently transferred between sterile vessels, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
257,"Production, Process & Manufacturing","Stylized research process: precise pipetting sequence in slow motion, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
258,"Production, Process & Manufacturing","Stylized research process: liquid passing through a clean filtration membrane, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
259,"Production, Process & Manufacturing","Stylized research process: sterile filling of pen barrels with rhythmic precision, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
260,"Production, Process & Manufacturing","Stylized research process: careful visual clarity inspection under bright light, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
261,"Production, Process & Manufacturing","Stylized research process: product being sealed into clean protective packaging, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
262,"Production, Process & Manufacturing","Stylized research process: soft color shift inside a reaction flask under controlled light, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
263,"Production, Process & Manufacturing","Stylized research process: organized cold-chain movement of research units, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
264,"Production, Process & Manufacturing","Stylized research process: final labeling and sealing with mechanical elegance, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
265,"Production, Process & Manufacturing","Stylized research process: rhythmic montage of clean process steps, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
266,"Abstract, Artistic & Cinematic Science","Soft particle field slowly forming the product shape, featuring pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
267,"Abstract, Artistic & Cinematic Science","Liquid-metal surface morphing into the product silhouette, featuring clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
268,"Abstract, Artistic & Cinematic Science","Clean geometric light beams framing the product, featuring sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
269,"Abstract, Artistic & Cinematic Science","Abstract cellular texture soft background, featuring research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
270,"Abstract, Artistic & Cinematic Science","Dark cinematic void with single spotlight, featuring sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
271,"Abstract, Artistic & Cinematic Science","Soft organic flowing forms interacting with product, featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
272,"Abstract, Artistic & Cinematic Science","High-contrast black and white with selective color on liquid, featuring amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
273,"Abstract, Artistic & Cinematic Science","Ink dispersing in clear water in elegant slow motion, featuring dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
274,"Abstract, Artistic & Cinematic Science","Infinite mirror reflection tunnel of the product, featuring single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
275,"Abstract, Artistic & Cinematic Science","Soft bokeh light circles drifting past sharp product, featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
276,"Abstract, Artistic & Cinematic Science","Camera moving through layers of translucent scientific glass, featuring pre-filled research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
277,"Abstract, Artistic & Cinematic Science","Elegant light traveling across product over time, featuring clear glass research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
278,"Abstract, Artistic & Cinematic Science","Abstract data-stream particles flowing around product, featuring sealed peptide vial with rubber stopper, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
279,"Abstract, Artistic & Cinematic Science","Product resting in field of soft floating geometric shapes, featuring research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
280,"Abstract, Artistic & Cinematic Science","Shallow depth of field with only the tip in critical focus, featuring sterile research vial, warm under-light glow, slow pull-out revealing environment.",Active,0,
281,"Abstract, Artistic & Cinematic Science","Soft vapor trails forming abstract patterns, featuring precision research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
282,"Abstract, Artistic & Cinematic Science","Crystal refractive elements creating rainbow caustics, featuring amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
283,"Abstract, Artistic & Cinematic Science","Minimalist single-color field with product as sole element, featuring dual research pens side by side, dramatic single hard key light, gentle top-down descending crane.",Active,0,
284,"Abstract, Artistic & Cinematic Science","Controlled soft glow emanating from the product, featuring single research pen standing upright, cool clinical blue-white LED, low angle tracking slide.",Active,0,
285,"Abstract, Artistic & Cinematic Science","Split warm/cool lighting creating visual tension across form, featuring research vial lying on its side, warm golden hour side light, locked-off static with internal motion only.",Active,0,
286,"Abstract, Artistic & Cinematic Science","Soft particle field slowly forming the product shape, featuring pre-filled research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
287,"Abstract, Artistic & Cinematic Science","Liquid-metal surface morphing into the product silhouette, featuring clear glass research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
288,"Abstract, Artistic & Cinematic Science","Clean geometric light beams framing the product, featuring sealed peptide vial with rubber stopper, low-key selective highlight only, lateral motion-control track.",Active,0,
289,"Abstract, Artistic & Cinematic Science","Abstract cellular texture soft background, featuring research pen with visible liquid barrel, soft bounce from below, vertical rise from base to top.",Active,0,
290,"Abstract, Artistic & Cinematic Science","Dark cinematic void with single spotlight, featuring sterile research vial, hard specular edge light, soft focus rack from background to product.",Active,0,
291,"Abstract, Artistic & Cinematic Science","Soft organic flowing forms interacting with product, featuring precision research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
292,"Abstract, Artistic & Cinematic Science","High-contrast black and white with selective color on liquid, featuring amber-tinted research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
293,"Abstract, Artistic & Cinematic Science","Ink dispersing in clear water in elegant slow motion, featuring dual research pens side by side, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
294,"Abstract, Artistic & Cinematic Science","Infinite mirror reflection tunnel of the product, featuring single research pen standing upright, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
295,"Abstract, Artistic & Cinematic Science","Soft bokeh light circles drifting past sharp product, featuring research vial lying on its side, warm under-light glow, slow pull-out revealing environment.",Active,0,
296,"Abstract, Artistic & Cinematic Science","Camera moving through layers of translucent scientific glass, featuring pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
297,"Abstract, Artistic & Cinematic Science","Elegant light traveling across product over time, featuring clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
298,"Abstract, Artistic & Cinematic Science","Abstract data-stream particles flowing around product, featuring sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
299,"Abstract, Artistic & Cinematic Science","Product resting in field of soft floating geometric shapes, featuring research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
300,"Abstract, Artistic & Cinematic Science","Shallow depth of field with only the tip in critical focus, featuring sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
301,"Abstract, Artistic & Cinematic Science","Soft vapor trails forming abstract patterns, featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
302,"Abstract, Artistic & Cinematic Science","Crystal refractive elements creating rainbow caustics, featuring amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
303,"Abstract, Artistic & Cinematic Science","Minimalist single-color field with product as sole element, featuring dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
304,"Abstract, Artistic & Cinematic Science","Controlled soft glow emanating from the product, featuring single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
305,"Abstract, Artistic & Cinematic Science","Split warm/cool lighting creating visual tension across form, featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
306,"Abstract, Artistic & Cinematic Science","Soft particle field slowly forming the product shape, featuring pre-filled research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
307,"Abstract, Artistic & Cinematic Science","Liquid-metal surface morphing into the product silhouette, featuring clear glass research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
308,"Abstract, Artistic & Cinematic Science","Clean geometric light beams framing the product, featuring sealed peptide vial with rubber stopper, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
309,"Abstract, Artistic & Cinematic Science","Abstract cellular texture soft background, featuring research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
310,"Abstract, Artistic & Cinematic Science","Dark cinematic void with single spotlight, featuring sterile research vial, warm under-light glow, slow pull-out revealing environment.",Active,0,
311,"Abstract, Artistic & Cinematic Science","Soft organic flowing forms interacting with product, featuring precision research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
312,"Abstract, Artistic & Cinematic Science","High-contrast black and white with selective color on liquid, featuring amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
313,"Abstract, Artistic & Cinematic Science","Ink dispersing in clear water in elegant slow motion, featuring dual research pens side by side, dramatic single hard key light, gentle top-down descending crane.",Active,0,
314,"Abstract, Artistic & Cinematic Science","Infinite mirror reflection tunnel of the product, featuring single research pen standing upright, cool clinical blue-white LED, low angle tracking slide.",Active,0,
315,"Abstract, Artistic & Cinematic Science","Soft bokeh light circles drifting past sharp product, featuring research vial lying on its side, warm golden hour side light, locked-off static with internal motion only.",Active,0,
316,"Abstract, Artistic & Cinematic Science","Camera moving through layers of translucent scientific glass, featuring pre-filled research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
317,"Abstract, Artistic & Cinematic Science","Elegant light traveling across product over time, featuring clear glass research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
318,"Abstract, Artistic & Cinematic Science","Abstract data-stream particles flowing around product, featuring sealed peptide vial with rubber stopper, low-key selective highlight only, lateral motion-control track.",Active,0,
319,"Abstract, Artistic & Cinematic Science","Product resting in field of soft floating geometric shapes, featuring research pen with visible liquid barrel, soft bounce from below, vertical rise from base to top.",Active,0,
320,"Abstract, Artistic & Cinematic Science","Shallow depth of field with only the tip in critical focus, featuring sterile research vial, hard specular edge light, soft focus rack from background to product.",Active,0,
321,"Abstract, Artistic & Cinematic Science","Soft vapor trails forming abstract patterns, featuring precision research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
322,"Abstract, Artistic & Cinematic Science","Crystal refractive elements creating rainbow caustics, featuring amber-tinted research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
323,"Abstract, Artistic & Cinematic Science","Minimalist single-color field with product as sole element, featuring dual research pens side by side, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
324,"Abstract, Artistic & Cinematic Science","Controlled soft glow emanating from the product, featuring single research pen standing upright, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
325,"Abstract, Artistic & Cinematic Science","Split warm/cool lighting creating visual tension across form, featuring research vial lying on its side, warm under-light glow, slow pull-out revealing environment.",Active,0,
326,"Abstract, Artistic & Cinematic Science","Soft particle field slowly forming the product shape, featuring pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
327,"Abstract, Artistic & Cinematic Science","Liquid-metal surface morphing into the product silhouette, featuring clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
328,"Abstract, Artistic & Cinematic Science","Clean geometric light beams framing the product, featuring sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
329,"Abstract, Artistic & Cinematic Science","Abstract cellular texture soft background, featuring research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
330,"Abstract, Artistic & Cinematic Science","Dark cinematic void with single spotlight, featuring sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
331,"Abstract, Artistic & Cinematic Science","Soft organic flowing forms interacting with product, featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
332,"Abstract, Artistic & Cinematic Science","High-contrast black and white with selective color on liquid, featuring amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
333,"Abstract, Artistic & Cinematic Science","Ink dispersing in clear water in elegant slow motion, featuring dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
334,"Abstract, Artistic & Cinematic Science","Infinite mirror reflection tunnel of the product, featuring single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
335,"Abstract, Artistic & Cinematic Science","Soft bokeh light circles drifting past sharp product, featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
336,Signature Camera Moves & Dynamic Angles,"Camera focused: slow elegant 360° orbit around the product at eye level. Subject is pre-filled research pen, soft rim light from behind, with soft particle haze.",Active,0,
337,Signature Camera Moves & Dynamic Angles,"Camera focused: extreme macro push-in from wide product view into liquid surface. Subject is clear glass research vial, clean high-key beauty lighting, with gentle dry-ice style fog drifting.",Active,0,
338,Signature Camera Moves & Dynamic Angles,"Camera focused: top-down crane descending slowly onto a precise flat-lay. Subject is sealed peptide vial with rubber stopper, dramatic single hard key light, with subtle floating dust motes in light beams.",Active,0,
339,Signature Camera Moves & Dynamic Angles,"Camera focused: low-angle tracking shot sliding past the product with parallax. Subject is research pen with visible liquid barrel, cool clinical blue-white LED, in clean negative space.",Active,0,
340,Signature Camera Moves & Dynamic Angles,"Camera focused: subtle dutch angle that gently corrects to level. Subject is sterile research vial, warm golden hour side light, with soft bokeh circles drifting past.",Active,0,
341,Signature Camera Moves & Dynamic Angles,"Camera focused: organic handheld micro-movement while staying clean and controlled. Subject is precision research pen, soft diffused overhead, with light caustics refracting across the surface.",Active,0,
342,Signature Camera Moves & Dynamic Angles,"Camera focused: fast whip that resolves into a perfectly locked hero frame. Subject is amber-tinted research vial, split complementary teal and amber, with soft volumetric atmosphere.",Active,0,
343,Signature Camera Moves & Dynamic Angles,"Camera focused: vertical elevator rise from base of product to top of label. Subject is dual research pens side by side, low-key selective highlight only, in pure clinical emptiness.",Active,0,
344,Signature Camera Moves & Dynamic Angles,"Camera focused: spiral orbit combined with continuous slow push-in. Subject is single research pen standing upright, soft bounce from below, with delicate condensation on glass.",Active,0,
345,Signature Camera Moves & Dynamic Angles,"Camera focused: static locked-off frame where only internal liquid moves. Subject is research vial lying on its side, hard specular edge light, with soft fabric movement in background.",Active,0,
346,Signature Camera Moves & Dynamic Angles,"Camera focused: lateral motion-control track keeping product perfectly centered. Subject is pre-filled research pen, volumetric god rays through haze, with abstract geometric light patterns.",Active,0,
347,Signature Camera Moves & Dynamic Angles,"Camera focused: over-the-shoulder perspective from gloved hands approaching product. Subject is clear glass research vial, soft window light with gentle falloff, with gentle liquid swirl inside the container.",Active,0,
348,Signature Camera Moves & Dynamic Angles,"Camera focused: soft dolly-zoom creating subtle spatial tension then release. Subject is sealed peptide vial with rubber stopper, practical small LED panel visible in frame, with perfect mirror reflection below.",Active,0,
349,Signature Camera Moves & Dynamic Angles,"Camera focused: crash zoom into a critical detail then holding steady. Subject is research pen with visible liquid barrel, cool overhead fluorescent lab feel, with soft shadow only.",Active,0,
350,Signature Camera Moves & Dynamic Angles,"Camera focused: high floating angle looking down as product is revealed. Subject is sterile research vial, warm under-light glow, with almost no shadow, pure beauty light.",Active,0,
