creation_id,rank,lab_item_id,category,lab_item,material_detail,compound_name,shot_family,camera_angle,camera_direction,framing,scene_brief,quality_var_count,quality_suffix,aspect_ratio,duration_seconds,resolution,model_still,model_video,still_resolution,video_prompt,video_motion_prompt,still_edit_prompt,status,times_used,last_used_at,surface,lighting,camera_move,color_grade,hero_style,video_url
PBVita-Chem-022,22,CHEM-022,chem_er,Chemical breakdown — ER-membrane peptide condensation,warm copper-gold peptide blend with a single copper accent,KLOW,lateral_drift,three-quarter-left,left to right,"9:16, slides along the membrane edge, reaction stays sharp","chem reaction · KLOW · warm copper-gold peptide blend with a single copper accent · SET: endoplasmic reticulum factory floor — stacked cisternae, ribosome-studded membrane. Amino acids condense into a growing peptide along the ER surface with b… shot:lateral_drift · three-quarter-left · endoplasmic reticulum cisternae, ribosome-studde · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: warm copper-gold peptide blend with a single copper accent. This still is a cellular chemical reaction of that structure — 'KLOW' is never printed as text. SET: endoplasmic reticulum factory floor — stacked cisternae, ribosome-studded membrane. Amino acids condense into a growing peptide along the ER surface with bond flashes. SURFACE: endoplasmic reticulum cisternae, ribosome-studded membrane. LIGHTING: dark-field microscope look: near-black surround, luminous atoms. COLOR GRADE: cool microscopic medical grade, luminous amino acids vs navy cell. CAMERA: lateral_drift — slow lateral drift along the membrane as monomers collide and bonds flash, then hold. 9:16, slides along the membrane edge, reaction stays sharp. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow lateral drift along the membrane as monomers collide and bonds flash, then hold. Stay on endoplasmic reticulum cisternae, ribosome-studded membrane with dark-field microscope look: near-black surround, luminous atoms. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as ER cisternae reaction — amino acids condensing on a ribosome-studded membrane on endoplasmic reticulum cisternae, ribosome-studded membrane with dark-field microscope look: near-black surround, luminous atoms and cool microscopic medical grade, luminous amino acids vs navy cell. Hero structure: warm copper-gold peptide blend with a single copper accent. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"endoplasmic reticulum cisternae, ribosome-studded membrane","dark-field microscope look: near-black surround, luminous atoms","slow lateral drift along the membrane as monomers collide and bonds flash, then hold","cool microscopic medical grade, luminous amino acids vs navy cell",ER cisternae reaction — amino acids condensing on a ribosome-studded membrane,
PBVita-Chem-023,23,CHEM-023,chem_vesicle,Chemical breakdown — vesicle-docking peptide reaction,long helical peptide in soft coral with metallic backbone,Cagrilinitide,macro_detail,macro-plane,micro-push,"9:16, extreme close on two amino acids forming a peptide bond","chem reaction · Cagrilinitide · long helical peptide in soft coral with metallic backbone · SET: a vesicle docking field in cytosolic haze — membrane orbs fuse at flashing patches. Amino-acid monomers cluster at one docking site and form peptide bonds … shot:macro_detail · macro-plane · vesicle docking field, cytosolic haze, membrane  · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: long helical peptide in soft coral with metallic backbone. This still is a cellular chemical reaction of that structure — 'Cagrilinitide' is never printed as text. SET: a vesicle docking field in cytosolic haze — membrane orbs fuse at flashing patches. Amino-acid monomers cluster at one docking site and form peptide bonds with energy flashes. SURFACE: vesicle docking field, cytosolic haze, membrane fusion sites. LIGHTING: dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds. COLOR GRADE: high-contrast intracellular biotech: luminous bonds vs deep navy cytoplasm. CAMERA: macro_detail — creeping macro push onto the bond-forming atoms with a single energy flash, then hold. 9:16, extreme close on two amino acids forming a peptide bond. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: creeping macro push onto the bond-forming atoms with a single energy flash, then hold. Stay on vesicle docking field, cytosolic haze, membrane fusion sites with dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as vesicle-field reaction — amino acids assembling at docking sites on vesicle docking field, cytosolic haze, membrane fusion sites with dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds and high-contrast intracellular biotech: luminous bonds vs deep navy cytoplasm. Hero structure: long helical peptide in soft coral with metallic backbone. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"vesicle docking field, cytosolic haze, membrane fusion sites",dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds,"creeping macro push onto the bond-forming atoms with a single energy flash, then hold",high-contrast intracellular biotech: luminous bonds vs deep navy cytoplasm,vesicle-field reaction — amino acids assembling at docking sites,
PBVita-Chem-024,24,CHEM-024,chem_membrane,Chemical breakdown — amino-acid reaction at the cell membrane,immune-research peptide ribbon in ivory and bronze,TA-1,static_lock,low-angle,no travel / locked,"9:16, locked volume, peptide chain growing in place, shallow DOF","chem reaction · TA-1 · immune-research peptide ribbon in ivory and bronze · SET: the OUTER membrane of a living cell — a wet lipid-bilayer sea, receptors like kelp, extracellular fluid in the foreground. Amino-acid monomers swarm, dock,… shot:static_lock · low-angle · living cell lipid bilayer, wet receptors, extrac · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: immune-research peptide ribbon in ivory and bronze. This still is a cellular chemical reaction of that structure — 'TA-1' is never printed as text. SET: the OUTER membrane of a living cell — a wet lipid-bilayer sea, receptors like kelp, extracellular fluid in the foreground. Amino-acid monomers swarm, dock, and form peptide bonds with energy flashes. A forming chain grows at one receptor. SURFACE: living cell lipid bilayer, wet receptors, extracellular fluid. LIGHTING: backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms. COLOR GRADE: teal-and-gold mitochondrial grade, warm bond sparks. CAMERA: static_lock — locked tripod, amino acids stream in and lock onto the growing chain with bond flashes. 9:16, locked volume, peptide chain growing in place, shallow DOF. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: locked tripod, amino acids stream in and lock onto the growing chain with bond flashes. Stay on living cell lipid bilayer, wet receptors, extracellular fluid with backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as membrane docking — amino acids assembling a peptide at a living cell on living cell lipid bilayer, wet receptors, extracellular fluid with backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms and teal-and-gold mitochondrial grade, warm bond sparks. Hero structure: immune-research peptide ribbon in ivory and bronze. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"living cell lipid bilayer, wet receptors, extracellular fluid",backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms,"locked tripod, amino acids stream in and lock onto the growing chain with bond flashes","teal-and-gold mitochondrial grade, warm bond sparks",membrane docking — amino acids assembling a peptide at a living cell,
PBVita-Chem-025,25,CHEM-025,chem_cytosol,Chemical breakdown — intracellular amino-acid condensation,compact sleep-research peptide in dusk lavender,DSIP,push_in,eye-level,forward,"9:16, reaction plane mid-frame, finishes closer, shallow DOF","chem reaction · DSIP · compact sleep-research peptide in dusk lavender · SET: INSIDE a living cell — crowded cytoplasm, organelle silhouettes, wet protein mesh. Amino-acid monomers stream toward a growing peptide and condense; each n… shot:push_in · eye-level · cytoplasm among organelles, ribosome-like machin · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: compact sleep-research peptide in dusk lavender. This still is a cellular chemical reaction of that structure — 'DSIP' is never printed as text. SET: INSIDE a living cell — crowded cytoplasm, organelle silhouettes, wet protein mesh. Amino-acid monomers stream toward a growing peptide and condense; each new bond a sharp chemical flash. A nucleus or mitochondrion sits in bokeh. SURFACE: cytoplasm among organelles, ribosome-like machinery, wet protein mesh. LIGHTING: low-key rim light along the membrane; bond flashes as the only key. COLOR GRADE: violet-cyan night-lab grade, ice-blue amino acids. CAMERA: push_in — slow push-in as amino acids dock and peptide bonds flash, then hold. 9:16, reaction plane mid-frame, finishes closer, shallow DOF. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow push-in as amino acids dock and peptide bonds flash, then hold. Stay on cytoplasm among organelles, ribosome-like machinery, wet protein mesh with low-key rim light along the membrane; bond flashes as the only key. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as cytosol condensation — amino acids locking into a peptide chain on cytoplasm among organelles, ribosome-like machinery, wet protein mesh with low-key rim light along the membrane; bond flashes as the only key and violet-cyan night-lab grade, ice-blue amino acids. Hero structure: compact sleep-research peptide in dusk lavender. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"cytoplasm among organelles, ribosome-like machinery, wet protein mesh",low-key rim light along the membrane; bond flashes as the only key,"slow push-in as amino acids dock and peptide bonds flash, then hold","violet-cyan night-lab grade, ice-blue amino acids",cytosol condensation — amino acids locking into a peptide chain,
PBVita-Chem-026,26,CHEM-026,chem_mito,Chemical breakdown — mitochondrial-membrane peptide assembly,"two helices as ONE stacked complex, champagne plus ice-blue",Tesamorelin/Ipamorelin,pull_back,slight-high,backward,"9:16, starts tight on a forming bond, reveals the full cell","chem reaction · Tesamorelin/Ipamorelin · two helices as ONE stacked complex, champagne plus ice-blue · SET: inside a mitochondrion — cristae as stacked canyons, dense matrix, inner membrane. Amino acids collide along the folds and form peptide bonds with brief en… shot:pull_back · slight-high · mitochondrial inner membrane, cristae folds, den · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: two helices as ONE stacked complex, champagne plus ice-blue. This still is a cellular chemical reaction of that structure — 'Tesamorelin/Ipamorelin' is never printed as text. SET: inside a mitochondrion — cristae as stacked canyons, dense matrix, inner membrane. Amino acids collide along the folds and form peptide bonds with brief energy flashes. SURFACE: mitochondrial inner membrane, cristae folds, dense matrix. LIGHTING: volumetric caustic shafts through translucent cytoplasm. COLOR GRADE: emerald cytosol grade, rose-gold peptide bonds. CAMERA: pull_back — slow pull-back from a flashing peptide bond to the whole living cell, then hold. 9:16, starts tight on a forming bond, reveals the full cell. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow pull-back from a flashing peptide bond to the whole living cell, then hold. Stay on mitochondrial inner membrane, cristae folds, dense matrix with volumetric caustic shafts through translucent cytoplasm. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as cristae reaction — amino acids assembling along inner membrane folds on mitochondrial inner membrane, cristae folds, dense matrix with volumetric caustic shafts through translucent cytoplasm and emerald cytosol grade, rose-gold peptide bonds. Hero structure: two helices as ONE stacked complex, champagne plus ice-blue. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"mitochondrial inner membrane, cristae folds, dense matrix",volumetric caustic shafts through translucent cytoplasm,"slow pull-back from a flashing peptide bond to the whole living cell, then hold","emerald cytosol grade, rose-gold peptide bonds",cristae reaction — amino acids assembling along inner membrane folds,
PBVita-Chem-027,27,CHEM-027,chem_nucleus,Chemical breakdown — nuclear-envelope peptide reaction,paired helices as ONE stacked complex in gold and ice-blue,CJC (no DAC)/Ipamorelin,vertical_rise,slight-low,up,"9:16, starts at the lower membrane, rises along the reaction","chem reaction · CJC (no DAC)/Ipamorelin · paired helices as ONE stacked complex in gold and ice-blue · SET: the nuclear envelope — a pore tunnel, chromatin bokeh, nucleoplasm edge. Amino-acid monomers gather at the pore and form peptide bonds with wispy electron-… shot:vertical_rise · slight-low · nuclear envelope pore, chromatin bokeh, nucleopl · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: paired helices as ONE stacked complex in gold and ice-blue. This still is a cellular chemical reaction of that structure — 'CJC (no DAC)/Ipamorelin' is never printed as text. SET: the nuclear envelope — a pore tunnel, chromatin bokeh, nucleoplasm edge. Amino-acid monomers gather at the pore and form peptide bonds with wispy electron-cloud filaments. SURFACE: nuclear envelope pore, chromatin bokeh, nucleoplasm edge. LIGHTING: cool bioluminescent fill with a warm flash at each peptide bond. COLOR GRADE: copper-amber organelle grade, cool cyan highlights. CAMERA: vertical_rise — slow vertical rise along the bilayer as amino acids lock into the chain, then hold. 9:16, starts at the lower membrane, rises along the reaction. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow vertical rise along the bilayer as amino acids lock into the chain, then hold. Stay on nuclear envelope pore, chromatin bokeh, nucleoplasm edge with cool bioluminescent fill with a warm flash at each peptide bond. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as nuclear-pore reaction — amino acids assembling at the envelope edge on nuclear envelope pore, chromatin bokeh, nucleoplasm edge with cool bioluminescent fill with a warm flash at each peptide bond and copper-amber organelle grade, cool cyan highlights. Hero structure: paired helices as ONE stacked complex in gold and ice-blue. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"nuclear envelope pore, chromatin bokeh, nucleoplasm edge",cool bioluminescent fill with a warm flash at each peptide bond,"slow vertical rise along the bilayer as amino acids lock into the chain, then hold","copper-amber organelle grade, cool cyan highlights",nuclear-pore reaction — amino acids assembling at the envelope edge,
PBVita-Chem-028,28,CHEM-028,chem_er,Chemical breakdown — ER-membrane peptide condensation,long helical peptide in champagne with soft speculars,Tesamorelin,lateral_drift,three-quarter-left,left to right,"9:16, slides along the membrane edge, reaction stays sharp","chem reaction · Tesamorelin · long helical peptide in champagne with soft speculars · SET: endoplasmic reticulum factory floor — stacked cisternae, ribosome-studded membrane. Amino acids condense into a growing peptide along the ER surface with b… shot:lateral_drift · three-quarter-left · endoplasmic reticulum cisternae, ribosome-studde · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: long helical peptide in champagne with soft speculars. This still is a cellular chemical reaction of that structure — 'Tesamorelin' is never printed as text. SET: endoplasmic reticulum factory floor — stacked cisternae, ribosome-studded membrane. Amino acids condense into a growing peptide along the ER surface with bond flashes. SURFACE: endoplasmic reticulum cisternae, ribosome-studded membrane. LIGHTING: dark-field microscope look: near-black surround, luminous atoms. COLOR GRADE: cool microscopic medical grade, luminous amino acids vs navy cell. CAMERA: lateral_drift — slow lateral drift along the membrane as monomers collide and bonds flash, then hold. 9:16, slides along the membrane edge, reaction stays sharp. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow lateral drift along the membrane as monomers collide and bonds flash, then hold. Stay on endoplasmic reticulum cisternae, ribosome-studded membrane with dark-field microscope look: near-black surround, luminous atoms. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as ER cisternae reaction — amino acids condensing on a ribosome-studded membrane on endoplasmic reticulum cisternae, ribosome-studded membrane with dark-field microscope look: near-black surround, luminous atoms and cool microscopic medical grade, luminous amino acids vs navy cell. Hero structure: long helical peptide in champagne with soft speculars. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"endoplasmic reticulum cisternae, ribosome-studded membrane","dark-field microscope look: near-black surround, luminous atoms","slow lateral drift along the membrane as monomers collide and bonds flash, then hold","cool microscopic medical grade, luminous amino acids vs navy cell",ER cisternae reaction — amino acids condensing on a ribosome-studded membrane,
PBVita-Chem-029,29,CHEM-029,chem_vesicle,Chemical breakdown — vesicle-docking peptide reaction,short tripeptide in clean white-opal with rose-gold bonds,KPV,macro_detail,macro-plane,micro-push,"9:16, extreme close on two amino acids forming a peptide bond","chem reaction · KPV · short tripeptide in clean white-opal with rose-gold bonds · SET: a vesicle docking field in cytosolic haze — membrane orbs fuse at flashing patches. Amino-acid monomers cluster at one docking site and form peptide bonds … shot:macro_detail · macro-plane · vesicle docking field, cytosolic haze, membrane  · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: short tripeptide in clean white-opal with rose-gold bonds. This still is a cellular chemical reaction of that structure — 'KPV' is never printed as text. SET: a vesicle docking field in cytosolic haze — membrane orbs fuse at flashing patches. Amino-acid monomers cluster at one docking site and form peptide bonds with energy flashes. SURFACE: vesicle docking field, cytosolic haze, membrane fusion sites. LIGHTING: dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds. COLOR GRADE: high-contrast intracellular biotech: luminous bonds vs deep navy cytoplasm. CAMERA: macro_detail — creeping macro push onto the bond-forming atoms with a single energy flash, then hold. 9:16, extreme close on two amino acids forming a peptide bond. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: creeping macro push onto the bond-forming atoms with a single energy flash, then hold. Stay on vesicle docking field, cytosolic haze, membrane fusion sites with dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as vesicle-field reaction — amino acids assembling at docking sites on vesicle docking field, cytosolic haze, membrane fusion sites with dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds and high-contrast intracellular biotech: luminous bonds vs deep navy cytoplasm. Hero structure: short tripeptide in clean white-opal with rose-gold bonds. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"vesicle docking field, cytosolic haze, membrane fusion sites",dramatic subsurface glow from cytoplasm; reaction sparks at forming bonds,"creeping macro push onto the bond-forming atoms with a single energy flash, then hold",high-contrast intracellular biotech: luminous bonds vs deep navy cytoplasm,vesicle-field reaction — amino acids assembling at docking sites,
PBVita-Chem-030,30,CHEM-030,chem_membrane,Chemical breakdown — amino-acid reaction at the cell membrane,neat helical peptide in champagne gold,CJC,static_lock,low-angle,no travel / locked,"9:16, locked volume, peptide chain growing in place, shallow DOF","chem reaction · CJC · neat helical peptide in champagne gold · SET: the OUTER membrane of a living cell — a wet lipid-bilayer sea, receptors like kelp, extracellular fluid in the foreground. Amino-acid monomers swarm, dock,… shot:static_lock · low-angle · living cell lipid bilayer, wet receptors, extrac · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: neat helical peptide in champagne gold. This still is a cellular chemical reaction of that structure — 'CJC' is never printed as text. SET: the OUTER membrane of a living cell — a wet lipid-bilayer sea, receptors like kelp, extracellular fluid in the foreground. Amino-acid monomers swarm, dock, and form peptide bonds with energy flashes. A forming chain grows at one receptor. SURFACE: living cell lipid bilayer, wet receptors, extracellular fluid. LIGHTING: backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms. COLOR GRADE: teal-and-gold mitochondrial grade, warm bond sparks. CAMERA: static_lock — locked tripod, amino acids stream in and lock onto the growing chain with bond flashes. 9:16, locked volume, peptide chain growing in place, shallow DOF. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: locked tripod, amino acids stream in and lock onto the growing chain with bond flashes. Stay on living cell lipid bilayer, wet receptors, extracellular fluid with backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as membrane docking — amino acids assembling a peptide at a living cell on living cell lipid bilayer, wet receptors, extracellular fluid with backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms and teal-and-gold mitochondrial grade, warm bond sparks. Hero structure: neat helical peptide in champagne gold. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"living cell lipid bilayer, wet receptors, extracellular fluid",backlit cytoplasmic bloom plus hard spec on reacting amino-acid atoms,"locked tripod, amino acids stream in and lock onto the growing chain with bond flashes","teal-and-gold mitochondrial grade, warm bond sparks",membrane docking — amino acids assembling a peptide at a living cell,
PBVita-Chem-031,31,CHEM-031,chem_cytosol,Chemical breakdown — intracellular amino-acid condensation,cyclic peptide in bronze and deep rose,Melanotan 2,push_in,eye-level,forward,"9:16, reaction plane mid-frame, finishes closer, shallow DOF","chem reaction · Melanotan 2 · cyclic peptide in bronze and deep rose · SET: INSIDE a living cell — crowded cytoplasm, organelle silhouettes, wet protein mesh. Amino-acid monomers stream toward a growing peptide and condense; each n… shot:push_in · eye-level · cytoplasm among organelles, ribosome-like machin · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: cyclic peptide in bronze and deep rose. This still is a cellular chemical reaction of that structure — 'Melanotan 2' is never printed as text. SET: INSIDE a living cell — crowded cytoplasm, organelle silhouettes, wet protein mesh. Amino-acid monomers stream toward a growing peptide and condense; each new bond a sharp chemical flash. A nucleus or mitochondrion sits in bokeh. SURFACE: cytoplasm among organelles, ribosome-like machinery, wet protein mesh. LIGHTING: low-key rim light along the membrane; bond flashes as the only key. COLOR GRADE: violet-cyan night-lab grade, ice-blue amino acids. CAMERA: push_in — slow push-in as amino acids dock and peptide bonds flash, then hold. 9:16, reaction plane mid-frame, finishes closer, shallow DOF. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow push-in as amino acids dock and peptide bonds flash, then hold. Stay on cytoplasm among organelles, ribosome-like machinery, wet protein mesh with low-key rim light along the membrane; bond flashes as the only key. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as cytosol condensation — amino acids locking into a peptide chain on cytoplasm among organelles, ribosome-like machinery, wet protein mesh with low-key rim light along the membrane; bond flashes as the only key and violet-cyan night-lab grade, ice-blue amino acids. Hero structure: cyclic peptide in bronze and deep rose. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"cytoplasm among organelles, ribosome-like machinery, wet protein mesh",low-key rim light along the membrane; bond flashes as the only key,"slow push-in as amino acids dock and peptide bonds flash, then hold","violet-cyan night-lab grade, ice-blue amino acids",cytosol condensation — amino acids locking into a peptide chain,
PBVita-Chem-032,32,CHEM-032,chem_mito,Chemical breakdown — mitochondrial-membrane peptide assembly,mitochondrial peptide in teal and gold,SS-31,pull_back,slight-high,backward,"9:16, starts tight on a forming bond, reveals the full cell","chem reaction · SS-31 · mitochondrial peptide in teal and gold · SET: inside a mitochondrion — cristae as stacked canyons, dense matrix, inner membrane. Amino acids collide along the folds and form peptide bonds with brief en… shot:pull_back · slight-high · mitochondrial inner membrane, cristae folds, den · no text · no logo",6,"cinematic 3D medical animation of a cellular chemical reaction, photoreal, 8k, HDR, living cells plus amino acids reacting at microscopic scale, no vials, no pens, no people, no product studio, no readable text, no logos",9:16,15,720p,grok-imagine-image-2.0,kwaivgi/kling-v3.0-pro,2k,"HERO SUBJECT: mitochondrial peptide in teal and gold. This still is a cellular chemical reaction of that structure — 'SS-31' is never printed as text. SET: inside a mitochondrion — cristae as stacked canyons, dense matrix, inner membrane. Amino acids collide along the folds and form peptide bonds with brief energy flashes. SURFACE: mitochondrial inner membrane, cristae folds, dense matrix. LIGHTING: volumetric caustic shafts through translucent cytoplasm. COLOR GRADE: emerald cytosol grade, rose-gold peptide bonds. CAMERA: pull_back — slow pull-back from a flashing peptide bond to the whole living cell, then hold. 9:16, starts tight on a forming bond, reveals the full cell. Photoreal 3D medical still, 9:16, shallow depth of field, tack-sharp reaction plane. No text, no logos, no palm tree, no URL, no vials, no pens, no people.","Silent. Camera: slow pull-back from a flashing peptide bond to the whole living cell, then hold. Stay on mitochondrial inner membrane, cristae folds, dense matrix with volumetric caustic shafts through translucent cytoplasm. Amino acids keep colliding and forming peptide bonds. No text, no logos, no vials, no pens.","Keep this as cristae reaction — amino acids assembling along inner membrane folds on mitochondrial inner membrane, cristae folds, dense matrix with volumetric caustic shafts through translucent cytoplasm and emerald cytosol grade, rose-gold peptide bonds. Hero structure: mitochondrial peptide in teal and gold. Delete every logo, palm tree, watermark, URL, caption, letter, number, and label. No vials, no pens, no people, no sunlit studio, no glass pedestal.",Active,0,,"mitochondrial inner membrane, cristae folds, dense matrix",volumetric caustic shafts through translucent cytoplasm,"slow pull-back from a flashing peptide bond to the whole living cell, then hold","emerald cytosol grade, rose-gold peptide bonds",cristae reaction — amino acids assembling along inner membrane folds,
